Town,Year,Call Reason,Action,Count
Wendell,2019,EMS ALARM - LIFELINE ACTIVATED,Services Rendered,1
Wendell,2019,FIRE ALARM,Investigated,6
Wendell,2019,FIRE ALARM,Notification,1
Wendell,2019,FIRE ALARM,Services Rendered,1
Wendell,2019,ANIMAL COMPLAINT,Call Given to an Officer,2
Wendell,2019,ANIMAL COMPLAINT,Dispatch Handled,1
Wendell,2019,ANIMAL COMPLAINT,Referred to Animal Control,1
Wendell,2019,ANIMAL COMPLAINT,Taken/Referred to Other Agency,1
Wendell,2019,ANIMAL COMPLAINT,TRANSFERRED TO STATE POLICE,1
Wendell,2019,ASSIST CITIZEN,Services Rendered,1
Wendell,2019,ASSIST OTHER AGENCY,TRANSFERRED TO STATE POLICE,1
Wendell,2019,ASSAULT,TRANSFERRED TO STATE POLICE,1
Wendell,2019,BREAKING & ENTERING PAST,Call Given to an Officer,1
Wendell,2019,BREAKING & ENTERING PAST,Investigated,1
Wendell,2019,CHIMNEY FIRE,Extinguished,2
Wendell,2019,CHIMNEY FIRE,Investigated,1
Wendell,2019,CHECK WELFARE,Arrest(s) Made,1
Wendell,2019,CHECK WELFARE,Call Cancelled,1
Wendell,2019,CHECK WELFARE,Call Given to an Officer,1
Wendell,2019,CHECK WELFARE,Dispatch Handled,1
Wendell,2019,CHECK WELFARE,Investigated,3
Wendell,2019,CHECK WELFARE,Services Rendered,1
Wendell,2019,CHECK WELFARE,TRANSFERRED TO STATE POLICE,6
Wendell,2019,CARBON MONOXIDE HAZARD,Investigated,2
Wendell,2019,CARBON MONOXIDE HAZARD,Patient Refusal,1
Wendell,2019,COMPLAINT,Investigated,1
Wendell,2019,COMPLAINT,Transferred/Ref to Highway,1
Wendell,2019,Car vs. Deer,Could Not Locate,1
Wendell,2019,Car vs. Deer,Report Taken,1
Wendell,2019,Car vs. Deer,Transferred/Ref to Highway,1
Wendell,2019,Car vs. Deer,TRANSFERRED TO STATE POLICE,1
Wendell,2019,DEATH,Report Taken,1
Wendell,2019,DISTURBANCE,TRANSFERRED TO STATE POLICE,2
Wendell,2019,DISABLED MV,Report Taken,1
Wendell,2019,DISABLED MV,Transferred/Ref to Highway,1
Wendell,2019,DISABLED MV,TRANSFERRED TO STATE POLICE,1
Wendell,2019,DISABLED MV,Vehicle Towed,1
Wendell,2019,DOMESTIC,Arrest(s) Made,1
Wendell,2019,Drill/Testing,Investigated,1
Wendell,2019,Drill/Testing,Services Rendered,1
Wendell,2019,DRUG OFFENSE,TRANSFERRED TO STATE POLICE,1
Wendell,2019,DETAIL REQUEST,Call Given to an Officer,5
Wendell,2019,ESCORT/TRANSPORT,Call Given to an Officer,1
Wendell,2019,FIGHT,ATHOL MEMORIAL HOSPITAL,1
Wendell,2019,BRUSH FIRE,Extinguished,2
Wendell,2019,FIRE OTHER NON-SPECIFIC,Services Rendered,1
Wendell,2019,FRAUD/SCAM,Call Given to an Officer,1
Wendell,2019,FRAUD/SCAM,Dispatch Handled,1
Wendell,2019,FRAUD/SCAM,TRANSFERRED TO STATE POLICE,1
Wendell,2019,GAS LEAK,Investigated,1
Wendell,2019,GENERAL INFO,Call Given to an Officer,5
Wendell,2019,GENERAL INFO,Dispatch Handled,4
Wendell,2019,GENERAL INFO,Report Taken,1
Wendell,2019,HARASSMENT,Call Given to an Officer,1
Wendell,2019,HARASSMENT,Investigated,1
Wendell,2019,ILLEGAL BURN,Extinguished,1
Wendell,2019,ILLEGAL DUMPING,Call Given to an Officer,1
Wendell,2019,INVESTIGATION,Investigated,1
Wendell,2019,KEEP THE PEACE,Services Rendered,2
Wendell,2019,LARCENY,Call Given to an Officer,1
Wendell,2019,LINE DOWN POWER PHONE OR CABL,Removed Hazard,1
Wendell,2019,LINE DOWN POWER PHONE OR CABL,Taken/Referred to Other Agency,1
Wendell,2019,LINE DOWN POWER PHONE OR CABL,Services Rendered,2
Wendell,2019,LINE DOWN POWER PHONE OR CABL,Transferred/Ref to Highway,1
Wendell,2019,LINE DOWN POWER PHONE OR CABL,Transferred/Ref to Utility,7
Wendell,2019,LOCKOUT,Services Rendered,1
Wendell,2019,MEDICAL EMERGENCY,ATHOL MEMORIAL HOSPITAL,7
Wendell,2019,MEDICAL EMERGENCY,FRANKLIN MEDICAL CENTER,21
Wendell,2019,MEDICAL EMERGENCY,No Transport/Patient Refusal,2
Wendell,2019,MEDICAL EMERGENCY,Other Hospital,1
Wendell,2019,MEDICAL EMERGENCY,Patient Refusal,4
Wendell,2019,MEDICAL EMERGENCY,Services Rendered,6
Wendell,2019,MISCELLANEOUS,Investigated,1
Wendell,2019,MISCELLANEOUS,Services Rendered,1
Wendell,2019,MISCELLANEOUS,TRANSFERRED TO STATE POLICE,1
Wendell,2019,MOTOR VEHICLE ACCIDENT NO INJU,Arrest(s) Made,1
Wendell,2019,MOTOR VEHICLE ACCIDENT NO INJU,Call Given to an Officer,2
Wendell,2019,MOTOR VEHICLE ACCIDENT NO INJU,Could Not Locate,1
Wendell,2019,MOTOR VEHICLE ACCIDENT NO INJU,Investigated,1
Wendell,2019,MOTOR VEHICLE ACCIDENT NO INJU,Services Rendered,1
Wendell,2019,MOTOR VEHICLE ACCIDENT NO INJU,TRANSFERRED TO STATE POLICE,2
Wendell,2019,MOTOR VEHICLE ACCIDENT NO INJU,Transferred/Ref to Utility,1
Wendell,2019,MOTOR VEHICLE ACCIDENT NO INJU,Vehicle Towed,1
Wendell,2019,MOTOR VEHICLE COMPLAINT,Call Given to an Officer,2
Wendell,2019,MOTOR VEHICLE COMPLAINT,Could Not Locate,1
Wendell,2019,MOTOR VEHICLE COMPLAINT,TRANSFERRED TO STATE POLICE,2
Wendell,2019,MOTOR VEHICLE ACCIDE W/INJURY,BAYSTATE SPRINGFIELD MED CTR,1
Wendell,2019,MOTOR VEHICLE ACCIDE W/INJURY,Call Given to an Officer,1
Wendell,2019,MOTOR VEHICLE VIOLATION,Citation/Warning Issued,1
Wendell,2019,NOISE COMPLAINT,TRANSFERRED TO STATE POLICE,1
Wendell,2019,NOTIFICATION,Checks Okay,1
Wendell,2019,NOTIFICATION,Call Given to an Officer,8
Wendell,2019,NOTIFICATION,Faxed To Station,1
Wendell,2019,NOTIFICATION,No Action Required,1
Wendell,2019,NOTIFICATION,TRANSFERRED TO STATE POLICE,1
Wendell,2019,OPEN DOOR,Building Checked/Secured,1
Wendell,2019,ODOR INVESTIGATION,Investigated,1
Wendell,2019,OFFICER WANTED,Call Given to an Officer,4
Wendell,2019,OFFICER WANTED,TRANSFERRED TO STATE POLICE,1
Wendell,2019,PAPERWORK SERVICE,Negative Contact,1
Wendell,2019,REPOSSESSION,No Action Required,1
Wendell,2019,SAFETY HAZARD,Investigated,1
Wendell,2019,SAFETY HAZARD,Services Rendered,1
Wendell,2019,SERVICE CALL,Services Rendered,1
Wendell,2019,SHOTS FIRED,TRANSFERRED TO STATE POLICE,1
Wendell,2019,SUICIDE COMMITTED,Services Rendered,1
Wendell,2019,SUSPICIOUS PERSON,Investigated,1
Wendell,2019,SUSPICIOUS PERSON,TRANSFERRED TO STATE POLICE,1
Wendell,2019,SUICIDE THREAT,Patient Refusal,1
Wendell,2019,SUSPICIOUS VEHICLE,Call Given to an Officer,1
Wendell,2019,SUSPICIOUS VEHICLE,Notification,1
Wendell,2019,TRAFFIC HAZARD,No Action Required,1
Wendell,2019,TRAFFIC HAZARD,Removed Hazard,1
Wendell,2019,TRAFFIC HAZARD,Taken/Referred to Other Agency,1
Wendell,2019,TRESPASS,Call Given to an Officer,3
Wendell,2019,VANDALISM,Call Given to an Officer,1
Wendell,2019,SERVE WARRANT,TRANSFERRED TO STATE POLICE,1
Wendell,2020,209A SERVICE,SERVED IN HAND,1
Wendell,2020,ABANDONED 911 CALL,Services Rendered,1
Wendell,2020,911 CALL,CONFIRMED MIS-DIAL,2
Wendell,2020,911 CALL,Call Given to an Officer,3
Wendell,2020,911 CALL,Dispatch Handled,10
Wendell,2020,911 CALL,Investigated,2
Wendell,2020,911 CALL,Report Taken,1
Wendell,2020,911 CALL,Services Rendered,1
Wendell,2020,911 CALL,TRANSFERRED TO STATE POLICE,3
Wendell,2020,911 HANG UP,CONFIRMED MIS-DIAL,2
Wendell,2020,911 HANG UP,Call Given to an Officer,1
Wendell,2020,911 HANG UP,Taken/Referred to Other Agency,1
Wendell,2020,911 HANG UP,TRANSFERRED TO STATE POLICE,2
Wendell,2020,911 MIS DIAL,CONFIRMED MIS-DIAL,1
Wendell,2020,911 MIS DIAL,TRANSFERRED TO STATE POLICE,1
Wendell,2020,ALARM BURGLAR OR HOLDUP,TRANSFERRED TO STATE POLICE,2
Wendell,2020,EMS ALARM - LIFELINE ACTIVATED,ACCIDENTAL,1
Wendell,2020,EMS ALARM - LIFELINE ACTIVATED,FALSE Alarm,1
Wendell,2020,EMS ALARM - LIFELINE ACTIVATED,Investigated,1
Wendell,2020,EMS ALARM - LIFELINE ACTIVATED,No Transport/Patient Refusal,1
Wendell,2020,FIRE ALARM,Call Cancelled,1
Wendell,2020,FIRE ALARM,FALSE Alarm,2
Wendell,2020,FIRE ALARM,Investigated,1
Wendell,2020,ANIMAL COMPLAINT,Unknown,1
Wendell,2020,ANIMAL COMPLAINT,Call Given to an Officer,2
Wendell,2020,ANIMAL COMPLAINT,Good Intent,1
Wendell,2020,ANIMAL COMPLAINT,Report Taken,1
Wendell,2020,ASSIST CITIZEN,Call Given to an Officer,1
Wendell,2020,ASSIST CITIZEN,Services Rendered,2
Wendell,2020,ASSIST OTHER AGENCY,Call Given to an Officer,1
Wendell,2020,ASSIST OTHER AGENCY,Services Rendered,3
Wendell,2020,BREAKING & ENTERING PAST,TRANSFERRED TO STATE POLICE,1
Wendell,2020,BUILDING/LOCATION CHECK,Negative Contact,1
Wendell,2020,CHIMNEY FIRE,Extinguished,1
Wendell,2020,CHECK WELFARE,Building Checked/Secured,1
Wendell,2020,CHECK WELFARE,Checks Okay,1
Wendell,2020,CHECK WELFARE,Investigated,2
Wendell,2020,CHECK WELFARE,No Transport/Patient Refusal,1
Wendell,2020,CHECK WELFARE,Taken to Family/Guardian/Other,1
Wendell,2020,CHECK WELFARE,TRANSFERRED TO STATE POLICE,2
Wendell,2020,CHECK WELFARE,Unfounded,1
Wendell,2020,CARBON MONOXIDE HAZARD,Checks Okay,1
Wendell,2020,CARBON MONOXIDE HAZARD,Removed Hazard,1
Wendell,2020,CARBON MONOXIDE HAZARD,Services Rendered,1
Wendell,2020,COMMUNITY POLICING,Notification,1
Wendell,2020,COMPLAINT,Call Given to an Officer,2
Wendell,2020,COMPLAINT,Report Taken,1
Wendell,2020,COMPLAINT,TRANSFERRED TO STATE POLICE,1
Wendell,2020,DEATH,Taken/Referred to Other Agency,1
Wendell,2020,DEATH,TRANSFERRED TO STATE POLICE,1
Wendell,2020,DISTURBANCE,No Transport/Patient Refusal,1
Wendell,2020,DISTURBANCE,TRANSFERRED TO STATE POLICE,1
Wendell,2020,DISABLED MV,Good Intent,1
Wendell,2020,DISABLED MV,Investigated,1
Wendell,2020,DRUNK,ATHOL MEMORIAL HOSPITAL,1
Wendell,2020,Drill/Testing,Services Rendered,1
Wendell,2020,DETAIL REQUEST,Call Given to an Officer,1
Wendell,2020,EXPLOSION,TRANSFERRED TO STATE POLICE,1
Wendell,2020,FIREARMS LICENSING,Call Given to an Officer,2
Wendell,2020,BRUSH FIRE,Extinguished,2
Wendell,2020,BRUSH FIRE,Services Rendered,1
Wendell,2020,FIRE OTHER NON-SPECIFIC,Extinguished,1
Wendell,2020,FIRE WORKS,TRANSFERRED TO STATE POLICE,2
Wendell,2020,FIRE WORKS,Unfounded,1
Wendell,2020,FOLLOW UP INVESTIGATION,Investigated,2
Wendell,2020,FOLLOW UP INVESTIGATION,Negative Contact,1
Wendell,2020,FOLLOW UP INVESTIGATION,Services Rendered,1
Wendell,2020,FRAUD/SCAM,Report Taken,3
Wendell,2020,GAS LEAK,Investigated,1
Wendell,2020,GENERAL INFO,Call Given to an Officer,9
Wendell,2020,GENERAL INFO,Dispatch Handled,1
Wendell,2020,GENERAL INFO,Taken/Referred to Other Agency,1
Wendell,2020,HARASSMENT,TRANSFERRED TO STATE POLICE,1
Wendell,2020,ILLEGAL BURN,Investigated,3
Wendell,2020,INVESTIGATION,Investigated,1
Wendell,2020,INVESTIGATION,Report Taken,1
Wendell,2020,INVESTIGATION,TRANSFERRED TO STATE POLICE,1
Wendell,2020,LARCENY,Call Given to an Officer,2
Wendell,2020,LARCENY,TRANSFERRED TO STATE POLICE,1
Wendell,2020,LINE DOWN POWER PHONE OR CABL,Investigated,1
Wendell,2020,LINE DOWN POWER PHONE OR CABL,No Action Required,1
Wendell,2020,LINE DOWN POWER PHONE OR CABL,Removed Hazard,2
Wendell,2020,LINE DOWN POWER PHONE OR CABL,Taken/Referred to Other Agency,1
Wendell,2020,LINE DOWN POWER PHONE OR CABL,Services Rendered,7
Wendell,2020,LINE DOWN POWER PHONE OR CABL,Transferred/Ref to Utility,7
Wendell,2020,LOCKOUT,Dispatch Handled,1
Wendell,2020,LOCKOUT,No Action Required,1
Wendell,2020,MEDICAL EMERGENCY,ATHOL MEMORIAL HOSPITAL,8
Wendell,2020,MEDICAL EMERGENCY,Call Cancelled,1
Wendell,2020,MEDICAL EMERGENCY,Patient Refusal,6
Wendell,2020,MEDICAL EMERGENCY,Services Rendered,1
Wendell,2020,MEDICAL EMERGENCY,Unfounded,1
Wendell,2020,MISSING PERSON,No Action Required,1
Wendell,2020,MISSING PERSON,Services Rendered,1
Wendell,2020,MISSING PERSON,TRANSFERRED TO STATE POLICE,3
Wendell,2020,MISCELLANEOUS,Taken/Referred to Other Agency,1
Wendell,2020,MISCELLANEOUS,TRANSFERRED TO STATE POLICE,1
Wendell,2020,MOTOR VEHICLE ACCIDENT NO INJU,Report Taken,3
Wendell,2020,MOTOR VEHICLE ACCIDENT NO INJU,Services Rendered,1
Wendell,2020,MOTOR VEHICLE ACCIDENT NO INJU,TRANSFERRED TO STATE POLICE,4
Wendell,2020,MOTOR VEHICLE ACCIDENT NO INJU,Vehicle Towed,7
Wendell,2020,MOTOR VEHICLE COMPLAINT,Call Given to an Officer,2
Wendell,2020,MOTOR VEHICLE COMPLAINT,TRANSFERRED TO STATE POLICE,2
Wendell,2020,MOTOR VEHICLE ACCIDE W/INJURY,UMASS MEDICAL CTR,1
Wendell,2020,MOTOR VEHICLE RECOVERED,Call Given to an Officer,1
Wendell,2020,MOTOR VEHICLE VIOLATION,Citation/Warning Issued,3
Wendell,2020,MOTOR VEHICLE VIOLATION,Vehicle Towed,1
Wendell,2020,NOISE COMPLAINT,Call Given to an Officer,3
Wendell,2020,NOISE COMPLAINT,Peace Restored,1
Wendell,2020,NOTIFICATION,Call Given to an Officer,11
Wendell,2020,NOTIFICATION,No Action Required,1
Wendell,2020,NOTIFICATION,Notification,1
Wendell,2020,NOTIFICATION,Services Rendered,1
Wendell,2020,OFFICER WANTED,Call Given to an Officer,2
Wendell,2020,OFFICER WANTED,Investigated,1
Wendell,2020,OFFICER WANTED,Report Taken,1
Wendell,2020,OFFICER WANTED,Services Rendered,1
Wendell,2020,OFFICER WANTED,TRANSFERRED TO STATE POLICE,2
Wendell,2020,PAPERWORK SERVICE,Could Not Locate,1
Wendell,2020,PAPERWORK SERVICE,Negative Contact,4
Wendell,2020,PAPERWORK SERVICE,Services Rendered,4
Wendell,2020,PATROL AREA,Checks Okay,1
Wendell,2020,ROLLING 9,Investigated,1
Wendell,2020,SAFETY HAZARD,Investigated,1
Wendell,2020,SAFETY HAZARD,Taken/Referred to Other Agency,1
Wendell,2020,SAFETY HAZARD,Report Taken,2
Wendell,2020,SAFETY HAZARD,Services Rendered,3
Wendell,2020,SAFETY HAZARD,Transferred/Ref to Highway,1
Wendell,2020,SAFETY HAZARD,TRANSFERRED TO STATE POLICE,2
Wendell,2020,SAFETY HAZARD,Transferred/Ref to Utility,2
Wendell,2020,Section 12,FRANKLIN MEDICAL CENTER,1
Wendell,2020,SERVICE CALL,FRANKLIN MEDICAL CENTER,1
Wendell,2020,SHOTS FIRED,Investigated,2
Wendell,2020,SHOTS FIRED,TRANSFERRED TO STATE POLICE,1
Wendell,2020,SMOKE INVESTIGATION,Extinguished,1
Wendell,2020,SMOKE INVESTIGATION,Unfounded,1
Wendell,2020,SOLICITING,Dispatch Handled,1
Wendell,2020,SOLICITING,No Action Required,1
Wendell,2020,SEX OFFENDER REGISTRATION,Services Rendered,4
Wendell,2020,SUICIDE COMMITTED,Investigated,1
Wendell,2020,SUSPICIOUS PERSON,Call Given to an Officer,1
Wendell,2020,SUSPICIOUS PERSON,Investigated,2
Wendell,2020,SUSPICIOUS ACTIVITY,Investigated,1
Wendell,2020,SUSPICIOUS ACTIVITY,Report Taken,2
Wendell,2020,SUSPICIOUS ACTIVITY,TRANSFERRED TO STATE POLICE,1
Wendell,2020,SUSPICIOUS VEHICLE,Unknown,1
Wendell,2020,SUSPICIOUS VEHICLE,Call Given to an Officer,1
Wendell,2020,SUSPICIOUS VEHICLE,Investigated,1
Wendell,2020,THREAT,Call Given to an Officer,1
Wendell,2020,THREAT,TRANSFERRED TO STATE POLICE,1
Wendell,2020,TRAFFIC HAZARD,Removed Hazard,1
Wendell,2020,TRAFFIC HAZARD,Taken/Referred to Other Agency,1
Wendell,2020,TRAFFIC HAZARD,Services Rendered,2
Wendell,2020,TRAFFIC HAZARD,Transferred/Ref to Highway,2
Wendell,2020,TRAFFIC HAZARD,Unfounded,1
Wendell,2020,EMS ALARM - LIFELINE ACTIVATED,FRANKLIN MEDICAL CENTER,1
Wendell,2020,911 CALL,FRANKLIN MEDICAL CENTER,1
Wendell,2020,ASSIST OTHER AGENCY,Could Not Locate,1
Wendell,2020,EMS ALARM - LIFELINE ACTIVATED,ATHOL MEMORIAL HOSPITAL,2
Wendell,2020,PAPERWORK SERVICE,SERVED IN HAND,7
Wendell,2020,MEDICAL EMERGENCY,FRANKLIN MEDICAL CENTER,16
Wendell,2021,209A SERVICE,Report Taken,1
Wendell,2021,ABANDONED 911 CALL,Investigated,1
Wendell,2021,ABANDONED 911 CALL,No Action Required,1
Wendell,2021,ABANDONED 911 CALL,TRANSFERRED TO STATE POLICE,1
Wendell,2021,911 CALL,ACCIDENTAL,1
Wendell,2021,911 CALL,CONFIRMED MIS-DIAL,3
Wendell,2021,911 CALL,Dispatch Handled,4
Wendell,2021,911 CALL,Investigated,1
Wendell,2021,911 CALL,No Action Required,2
Wendell,2021,911 CALL,NOBODY HOME,1
Wendell,2021,911 CALL,Taken/Referred to Other Agency,1
Wendell,2021,911 CALL,Services Rendered,1
Wendell,2021,911 CALL,TRANSFERRED TO STATE POLICE,3
Wendell,2021,911 HANG UP,CONFIRMED MIS-DIAL,2
Wendell,2021,911 HANG UP,No Transport/Patient Refusal,1
Wendell,2021,911 HANG UP,Services Rendered,1
Wendell,2021,911 HANG UP,TRANSFERRED TO STATE POLICE,1
Wendell,2021,911 MIS DIAL,CONFIRMED MIS-DIAL,4
Wendell,2021,911 MIS DIAL,Dispatch Handled,1
Wendell,2021,911 MIS DIAL,TRANSFERRED TO STATE POLICE,2
Wendell,2021,ABANDONED MV,Call Cancelled,1
Wendell,2021,ABANDONED MV,Vehicle Towed,1
Wendell,2021,ADMINISTRATIVE,Services Rendered,3
Wendell,2021,ALARM BURGLAR OR HOLDUP,Building Checked/Secured,2
Wendell,2021,ALARM BURGLAR OR HOLDUP,TRANSFERRED TO STATE POLICE,1
Wendell,2021,EMS ALARM - LIFELINE ACTIVATED,ATHOL MEMORIAL HOSPITAL,1
Wendell,2021,EMS ALARM - LIFELINE ACTIVATED,Call Cancelled,1
Wendell,2021,EMS ALARM - LIFELINE ACTIVATED,FALSE Alarm,1
Wendell,2021,EMS ALARM - LIFELINE ACTIVATED,Services Rendered,1
Wendell,2021,FIRE ALARM,FALSE Alarm,3
Wendell,2021,FIRE ALARM,Investigated,8
Wendell,2021,FIRE ALARM,Peace Restored,1
Wendell,2021,FIRE ALARM,Services Rendered,2
Wendell,2021,ANIMAL COMPLAINT,Citation/Warning Issued,1
Wendell,2021,ANIMAL COMPLAINT,Call Given to an Officer,1
Wendell,2021,ANIMAL COMPLAINT,Referred to Animal Control,12
Wendell,2021,ANIMAL COMPLAINT,Gone On Arrival,3
Wendell,2021,ANIMAL COMPLAINT,Investigated,1
Wendell,2021,ANIMAL COMPLAINT,No Action Required,2
Wendell,2021,ANIMAL COMPLAINT,Notification,2
Wendell,2021,ANIMAL COMPLAINT,Taken/Referred to Other Agency,1
Wendell,2021,ANIMAL COMPLAINT,Report Taken,4
Wendell,2021,ANIMAL COMPLAINT,Services Rendered,17
Wendell,2021,ANIMAL COMPLAINT,TRANSFERRED TO STATE POLICE,3
Wendell,2021,ANIMAL COMPLAINT,Unfounded,2
Wendell,2021,ASSIST CITIZEN,Call Given to an Officer,1
Wendell,2021,ASSIST CITIZEN,Report Taken,1
Wendell,2021,ASSIST CITIZEN,Services Rendered,1
Wendell,2021,ASSIST OTHER AGENCY,Negative Contact,1
Wendell,2021,ASSIST OTHER AGENCY,SERVED IN HAND,1
Wendell,2021,ASSIST OTHER AGENCY,Services Rendered,6
Wendell,2021,ASSIST OTHER AGENCY,TRANSFERRED TO STATE POLICE,1
Wendell,2021,ASSAULT,Investigated,1
Wendell,2021,ARTICLES RECOVERED,Good Intent,1
Wendell,2021,BE ON THE LOOK OUT,Call Given to an Officer,1
Wendell,2021,BE ON THE LOOK OUT,Investigated,1
Wendell,2021,BURN/AGRI PERMIT,Dispatch Handled,1
Wendell,2021,BUILDING/LOCATION CHECK,Building Checked/Secured,159
Wendell,2021,BUILDING/LOCATION CHECK,Checks Okay,33
Wendell,2021,BUILDING/LOCATION CHECK,Good Intent,4
Wendell,2021,BUILDING/LOCATION CHECK,No Action Required,4
Wendell,2021,BUILDING/LOCATION CHECK,Services Rendered,5
Wendell,2021,CHIMNEY FIRE,Extinguished,2
Wendell,2021,CHIMNEY FIRE,Services Rendered,1
Wendell,2021,CHECK WELFARE,FRANKLIN MEDICAL CENTER,1
Wendell,2021,CHECK WELFARE,Gone On Arrival,1
Wendell,2021,CHECK WELFARE,Investigated,5
Wendell,2021,CHECK WELFARE,Negative Contact,1
Wendell,2021,CHECK WELFARE,Patient Refusal,1
Wendell,2021,CHECK WELFARE,Peace Restored,1
Wendell,2021,CHECK WELFARE,Services Rendered,1
Wendell,2021,CRUISER MAINTENANCE,Services Rendered,2
Wendell,2021,CARBON MONOXIDE HAZARD,Investigated,2
Wendell,2021,CARBON MONOXIDE HAZARD,Services Rendered,1
Wendell,2021,COMMUNITY POLICING,Good Intent,3
Wendell,2021,COMMUNITY POLICING,No Action Required,2
Wendell,2021,COMMUNITY POLICING,Services Rendered,3
Wendell,2021,COMPLAINT,Investigated,1
Wendell,2021,COMPLAINT,No Action Required,1
Wendell,2021,COMPLAINT,Taken/Referred to Other Agency,1
Wendell,2021,COMPLAINT,Report Taken,1
Wendell,2021,COMPLAINT,Services Rendered,2
Wendell,2021,COMPLAINT,TRANSFERRED TO STATE POLICE,1
Wendell,2021,DISTURBANCE,ATHOL MEMORIAL HOSPITAL,1
Wendell,2021,DISTURBANCE,Dispatch Handled,1
Wendell,2021,DISTURBANCE,Report Taken,1
Wendell,2021,DISTURBANCE,Peace Restored,1
Wendell,2021,DISABLED MV,Checks Okay,1
Wendell,2021,DISABLED MV,Could Not Locate,1
Wendell,2021,DISABLED MV,Dispatch Handled,1
Wendell,2021,DISABLED MV,Gone On Arrival,2
Wendell,2021,DISABLED MV,Investigated,2
Wendell,2021,DISABLED MV,No Action Required,2
Wendell,2021,DISABLED MV,Report Taken,1
Wendell,2021,DISABLED MV,Services Rendered,2
Wendell,2021,DISABLED MV,Vehicle Towed,1
Wendell,2021,DOMESTIC,Taken/Referred to Other Agency,1
Wendell,2021,DOMESTIC,Services Rendered,1
Wendell,2021,DETAIL REQUEST,Call Given to an Officer,4
Wendell,2021,ESCORT/TRANSPORT,Dispatch Handled,1
Wendell,2021,ESCORT/TRANSPORT,Services Rendered,3
Wendell,2021,FIREARMS LICENSING,No Action Required,1
Wendell,2021,FIREARMS LICENSING,Negative Contact,1
Wendell,2021,FIREARMS LICENSING,Notification,1
Wendell,2021,FIREARMS LICENSING,Services Rendered,6
Wendell,2021,BRUSH FIRE,Extinguished,3
Wendell,2021,BRUSH FIRE,Investigated,1
Wendell,2021,STRUCTURE FIRE,Extinguished,1
Wendell,2021,"FIRE, OTHER NON-SPECIFIC",Extinguished,2
Wendell,2021,VEHICLE FIRE,Extinguished,1
Wendell,2021,FIRE WORKS,TRANSFERRED TO STATE POLICE,1
Wendell,2021,FOLLOW UP INVESTIGATION,Call Given to an Officer,1
Wendell,2021,FOLLOW UP INVESTIGATION,Investigated,2
Wendell,2021,FOLLOW UP INVESTIGATION,Negative Contact,2
Wendell,2021,FOLLOW UP INVESTIGATION,Notification,1
Wendell,2021,FOLLOW UP INVESTIGATION,Report Taken,3
Wendell,2021,FOLLOW UP INVESTIGATION,Services Rendered,1
Wendell,2021,FRAUD/SCAM,Call Given to an Officer,1
Wendell,2021,FRAUD/SCAM,Investigated,1
Wendell,2021,FRAUD/SCAM,Report Taken,2
Wendell,2021,GENERAL INFO,Call Given to an Officer,4
Wendell,2021,HARASSMENT,Investigated,1
Wendell,2021,HARASSMENT,Report Taken,1
Wendell,2021,ILLEGAL BURN,Extinguished,2
Wendell,2021,INVESTIGATION,Checks Okay,1
Wendell,2021,INVESTIGATION,Call Given to an Officer,1
Wendell,2021,INVESTIGATION,Investigated,3
Wendell,2021,INVESTIGATION,Report Taken,1
Wendell,2021,LARCENY,Services Rendered,1
Wendell,2021,LINE DOWN POWER PHONE OR CABL,Services Rendered,5
Wendell,2021,LINE DOWN POWER PHONE OR CABL,Transferred/Ref to Utility,4
Wendell,2021,MEDICAL EMERGENCY,ATHOL MEMORIAL HOSPITAL,17
Wendell,2021,MEDICAL EMERGENCY,FRANKLIN MEDICAL CENTER,25
Wendell,2021,MEDICAL EMERGENCY,HENRY HEYWOOD HOSP,1
Wendell,2021,MEDICAL EMERGENCY,No Transport/Patient Refusal,2
Wendell,2021,MEDICAL EMERGENCY,Patient Refusal,3
Wendell,2021,MEDICAL EMERGENCY,Services Rendered,3
Wendell,2021,MISSING PERSON,Investigated,1
Wendell,2021,MISSING PERSON,Services Rendered,1
Wendell,2021,MISCELLANEOUS,Call Given to an Officer,1
Wendell,2021,MISCELLANEOUS,Investigated,1
Wendell,2021,MISCELLANEOUS,No Action Required,3
Wendell,2021,MISCELLANEOUS,Services Rendered,5
Wendell,2021,MOTOR VEHICLE ACCIDENT NO INJU,ATHOL MEMORIAL HOSPITAL,1
Wendell,2021,MOTOR VEHICLE ACCIDENT NO INJU,Report Taken,4
Wendell,2021,MOTOR VEHICLE ACCIDENT NO INJU,Vehicle Towed,4
Wendell,2021,MOTOR VEHICLE COMPLAINT,Investigated,1
Wendell,2021,MOTOR VEHICLE COMPLAINT,No Action Required,1
Wendell,2021,MOTOR VEHICLE COMPLAINT,Report Taken,7
Wendell,2021,MOTOR VEHICLE COMPLAINT,Services Rendered,3
Wendell,2021,MOTOR VEHICLE ACCIDENT W/INJURY,Report Taken,1
Wendell,2021,MOTOR VEHICLE ACCIDENT W/INJURY,Vehicle Towed,1
Wendell,2021,MOTOR VEHICLE VIOLATION,Citation/Warning Issued,6
Wendell,2021,MOTOR VEHICLE VIOLATION,CRIMINAL APPLICATION,3
Wendell,2021,MOTOR VEHICLE VIOLATION,Verbal Warning,25
Wendell,2021,NOISE COMPLAINT,Dispatch Handled,2
Wendell,2021,NOISE COMPLAINT,Investigated,4
Wendell,2021,NOISE COMPLAINT,Report Taken,2
