"town","year","call_reason","actionname","actioncount"
"Leverett",2022-01-01,"LINE DOWN, POWER,PHONE OR CABL","Transferred/Ref to Utility",9
"Leverett",2022-01-01,"LOCKOUT","Services Rendered",3
"Leverett",2022-01-01,"MEDICAL EMERGENCY","BAYSTATE SPRINGFIELD MED CTR",2
"Leverett",2022-01-01,"MEDICAL EMERGENCY","COOLEY DICKINSON HOSPITAL",44
"Leverett",2022-01-01,"MEDICAL EMERGENCY","FRANKLIN MEDICAL CENTER",17
"Leverett",2022-01-01,"MEDICAL EMERGENCY","Investigated",1
"Leverett",2022-01-01,"MEDICAL EMERGENCY","No Transport/ Patient Refusal",3
"Leverett",2022-01-01,"MEDICAL EMERGENCY","Other Hospital",1
"Leverett",2022-01-01,"MEDICAL EMERGENCY","Patient Refusal",17
"Leverett",2022-01-01,"MEDICAL EMERGENCY","Services Rendered",8
"Leverett",2022-01-01,"MISSING PERSON","Services Rendered",3
"Leverett",2022-01-01,"MISCELLANEOUS","Call Given to an Officer",1
"Leverett",2022-01-01,"MISCELLANEOUS","Good Intent",2
"Leverett",2022-01-01,"MISCELLANEOUS","Services Rendered",8
"Leverett",2022-01-01,"MOTOR VEHICLE ACCIDENT NO INJU","Arrest(s) Made",1
"Leverett",2022-01-01,"MOTOR VEHICLE ACCIDENT NO INJU","COOLEY DICKINSON HOSPITAL",2
"Leverett",2022-01-01,"MOTOR VEHICLE ACCIDENT NO INJU","Checks Okay",1
"Leverett",2022-01-01,"MOTOR VEHICLE ACCIDENT NO INJU","CRIMINAL APPLICATION",1
"Leverett",2022-01-01,"MOTOR VEHICLE ACCIDENT NO INJU","Investigated",7
"Leverett",2022-01-01,"MOTOR VEHICLE ACCIDENT NO INJU","No Action Required",1
"Leverett",2022-01-01,"MOTOR VEHICLE ACCIDENT NO INJU","Patient Refusal",1
"Leverett",2022-01-01,"MOTOR VEHICLE ACCIDENT NO INJU","Report Taken",4
"Leverett",2022-01-01,"MOTOR VEHICLE ACCIDENT NO INJU","Services Rendered",2
"Leverett",2022-01-01,"MOTOR VEHICLE ACCIDENT NO INJU","TRANSFERRED TO STATE POLICE",3
"Leverett",2022-01-01,"MOTOR VEHICLE ACCIDENT NO INJU","Vehicle Towed",6
"Leverett",2022-01-01,"MOTOR VEHICLE COMPLAINT","Arrest(s) Made",1
"Leverett",2022-01-01,"MOTOR VEHICLE COMPLAINT","Could Not Locate",2
"Leverett",2022-01-01,"MOTOR VEHICLE COMPLAINT","Gone On Arrival",1
"Leverett",2022-01-01,"MOTOR VEHICLE COMPLAINT","Investigated",4
"Leverett",2022-01-01,"MOTOR VEHICLE COMPLAINT","Negative Contact",1
"Leverett",2022-01-01,"MOTOR VEHICLE COMPLAINT","Taken/Referred to Other Agency ",1
"Leverett",2022-01-01,"MOTOR VEHICLE COMPLAINT","Report Taken",4
"Leverett",2022-01-01,"MOTOR VEHICLE COMPLAINT","Services Rendered",2
"Leverett",2022-01-01,"MOTOR VEHICLE COMPLAINT","Verbal Warning",1
"Leverett",2022-01-01,"MOTOR VEHICLE ACCIDE W/INJURY","COOLEY DICKINSON HOSPITAL",1
"Leverett",2022-01-01,"MOTOR VEHICLE VIOLATION","Arrest(s) Made",1
"Leverett",2022-01-01,"MOTOR VEHICLE VIOLATION","Call Cancelled",2
"Leverett",2022-01-01,"MOTOR VEHICLE VIOLATION","Citation/Warning Issued",179
"Leverett",2022-01-01,"MOTOR VEHICLE VIOLATION","CRIMINAL APPLICATION",4
"Leverett",2022-01-01,"MOTOR VEHICLE VIOLATION","Investigated",5
"Leverett",2022-01-01,"MOTOR VEHICLE VIOLATION","No Action Required",5
"Leverett",2022-01-01,"MOTOR VEHICLE VIOLATION","Vehicle Towed",2
"Leverett",2022-01-01,"MOTOR VEHICLE VIOLATION","Verbal Warning",129
"Leverett",2022-01-01,"NOISE COMPLAINT","Call Given to an Officer",1
"Leverett",2022-01-01,"NOTIFICATION","Checks Okay",1
"Leverett",2022-01-01,"NOTIFICATION","Call Given to an Officer",3
"Leverett",2022-01-01,"NOTIFICATION","Referred to Animal Control",1
"Leverett",2022-01-01,"NOTIFICATION","Good Intent",1
"Leverett",2022-01-01,"NOTIFICATION","No Action Required",1
"Leverett",2022-01-01,"NOTIFICATION","Notification",2
"Leverett",2022-01-01,"NOTIFICATION","Report Taken",4
"Leverett",2022-01-01,"NOTIFICATION","Services Rendered",5
"Leverett",2022-01-01,"OPEN DOOR","Investigated",1
"Leverett",2022-01-01,"ODOR INVESTIGATION","Services Rendered",1
"Leverett",2022-01-01,"OFFICER WANTED","Arrest(s) Made",1
"Leverett",2022-01-01,"OFFICER WANTED","Investigated",3
"Leverett",2022-01-01,"OFFICER WANTED","Report Taken",6
"Leverett",2022-01-01,"OFFICER WANTED","Peace Restored",1
"Leverett",2022-01-01,"OFFICER WANTED","Services Rendered",4
"Leverett",2022-01-01,"PAPERWORK SERVICE","Negative Contact",7
"Leverett",2022-01-01,"PAPERWORK SERVICE","NOBODY HOME",1
"Leverett",2022-01-01,"PAPERWORK SERVICE","SERVED IN HAND",17
"Leverett",2022-01-01,"PAPERWORK SERVICE","Services Rendered",3
"Leverett",2022-01-01,"PATROL AREA","Checks Okay",11
"Leverett",2022-01-01,"PATROL AREA","No Action Required",8
"Leverett",2022-01-01,"PATROL AREA","Services Rendered",6
"Leverett",2022-01-01,"RADAR/TRAFFIC ENFORCEMENT","Citation/Warning Issued",15
"Leverett",2022-01-01,"RADAR/TRAFFIC ENFORCEMENT","Checks Okay",1
"Leverett",2022-01-01,"RADAR/TRAFFIC ENFORCEMENT","CRIMINAL APPLICATION",1
"Leverett",2022-01-01,"RADAR/TRAFFIC ENFORCEMENT","Investigated",4
"Leverett",2022-01-01,"RADAR/TRAFFIC ENFORCEMENT","No Action Required",282
"Leverett",2022-01-01,"RADAR/TRAFFIC ENFORCEMENT","Report Taken",1
"Leverett",2022-01-01,"RADAR/TRAFFIC ENFORCEMENT","Services Rendered",144
"Leverett",2022-01-01,"RADAR/TRAFFIC ENFORCEMENT","Vehicle Towed",1
"Leverett",2022-01-01,"RADAR/TRAFFIC ENFORCEMENT","Verbal Warning",26
"Leverett",2022-01-01,"RAPE","Report Taken",1
"Leverett",2022-01-01,"RUNAWAY","FRANKLIN MEDICAL CENTER",1
"Leverett",2022-01-01,"ROLLING 9","Investigated",1
"Leverett",2022-01-01,"SAFETY HAZARD","Investigated",2
"Leverett",2022-01-01,"SAFETY HAZARD","Removed Hazard",2
"Leverett",2022-01-01,"SAFETY HAZARD","Taken/Referred to Other Agency ",1
"Leverett",2022-01-01,"SAFETY HAZARD","Services Rendered",3
"Leverett",2022-01-01,"SAFETY HAZARD","Transferred/Ref to Highway",3
"Leverett",2022-01-01,"SAFETY HAZARD","Transferred/Ref to Utility",1
"Leverett",2022-01-01,"Section 12","FRANKLIN MEDICAL CENTER",1
"Leverett",2022-01-01,"SERVICE CALL","Services Rendered",4
"Leverett",2022-01-01,"SHOTS FIRED","Could Not Locate",1
"Leverett",2022-01-01,"SHOTS FIRED","Investigated",3
"Leverett",2022-01-01,"SHOTS FIRED","Report Taken",1
"Leverett",2022-01-01,"SHOTS FIRED","Services Rendered",1
"Leverett",2022-01-01,"SHOTS FIRED","TRANSFERRED TO STATE POLICE",1
"Leverett",2022-01-01,"SMOKE INVESTIGATION","Investigated",1
"Leverett",2022-01-01,"SMOKE INVESTIGATION","Services Rendered",2
"Leverett",2022-01-01,"SEX OFFENDER REGISTRATION","Notification",1
"Leverett",2022-01-01,"SEX OFFENDER REGISTRATION","Services Rendered",5
"Leverett",2022-01-01,"SCHOOL RESOURCE OFFICER DUTIES","Services Rendered",1
"Leverett",2022-01-01,"SUSPICIOUS PERSON","Call Cancelled",1
"Leverett",2022-01-01,"SUSPICIOUS PERSON","Negative Contact",1
"Leverett",2022-01-01,"SUSPICIOUS PERSON","Report Taken",1
"Leverett",2022-01-01,"SUSPICIOUS PERSON","Services Rendered",1
"Leverett",2022-01-01,"SUSPICIOUS ACTIVITY","Report Taken",2
"Leverett",2022-01-01,"SUSPICIOUS ACTIVITY","Services Rendered",1
"Leverett",2022-01-01,"SUSPICIOUS ACTIVITY","TRANSFERRED TO STATE POLICE",1
"Leverett",2022-01-01,"SUSPICIOUS ACTIVITY","Unfounded",1
"Leverett",2022-01-01,"SUSPICIOUS VEHICLE","Checks Okay",1
"Leverett",2022-01-01,"SUSPICIOUS VEHICLE","Investigated",5
"Leverett",2022-01-01,"SUSPICIOUS VEHICLE","No Action Required",1
"Leverett",2022-01-01,"SUSPICIOUS VEHICLE","Negative Contact",1
"Leverett",2022-01-01,"SUSPICIOUS VEHICLE","Report Taken",1
"Leverett",2022-01-01,"SUSPICIOUS VEHICLE","Services Rendered",1
"Leverett",2022-01-01,"SUSPICIOUS VEHICLE","TRANSFERRED TO STATE POLICE",1
"Leverett",2022-01-01,"SWATTING","Investigated",2
"Leverett",2022-01-01,"TRAFFIC HAZARD","Could Not Locate",1
"Leverett",2022-01-01,"TRAFFIC HAZARD","Gone On Arrival",1
"Leverett",2022-01-01,"TRAFFIC HAZARD","Investigated",1
"Leverett",2022-01-01,"TRAFFIC HAZARD","No Action Required",2
"Leverett",2022-01-01,"TRAFFIC HAZARD","Removed Hazard",9
"Leverett",2022-01-01,"TRAFFIC HAZARD","Taken/Referred to Other Agency ",1
"Leverett",2022-01-01,"TRAFFIC HAZARD","Services Rendered",7
"Leverett",2022-01-01,"TRAFFIC HAZARD","Transferred/Ref to Highway",3
"Leverett",2022-01-01,"TRAFFIC HAZARD","Transferred/Ref to Utility",5
"Leverett",2022-01-01,"TRAFFIC CONTROL","No Action Required",2
"Leverett",2022-01-01,"TRAFFIC CONTROL","Services Rendered",24
"Leverett",2022-01-01,"TRESPASS","Investigated",1
"Leverett",2022-01-01,"UNWANTED PERSON","Investigated",1
"Leverett",2022-01-01,"UNWANTED PERSON","Services Rendered",1
"Leverett",2022-01-01,"VANDALISM","Report Taken",3
"Leverett",2022-01-01,"SERVE WARRANT","Negative Contact",1
"Wendell",2018-01-01,"ABANDONED 911 CALL","Call Given to an Officer",3
"Wendell",2018-01-01,"911 CALL","CONFIRMED MIS-DIAL",1
"Wendell",2018-01-01,"911 CALL","Call Given to an Officer",2
"Wendell",2018-01-01,"911 CALL","Dispatch Handled",4
"Wendell",2018-01-01,"911 CALL","Investigated",1
"Wendell",2018-01-01,"911 CALL","No Action Required",1
"Wendell",2018-01-01,"911 CALL","TRANSFERRED TO STATE POLICE",4
"Wendell",2018-01-01,"911 HANG UP","CONFIRMED MIS-DIAL",1
"Wendell",2018-01-01,"911 HANG UP","Dispatch Handled",1
"Wendell",2018-01-01,"911 HANG UP","Investigated",1
"Wendell",2018-01-01,"911 MIS DIAL","TRANSFERRED TO STATE POLICE",2
"Wendell",2018-01-01,"ABANDONED MV","TRANSFERRED TO STATE POLICE",1
"Wendell",2018-01-01,"ALARM BURGLAR OR HOLDUP","Building Checked/Secured",2
"Wendell",2018-01-01,"ALARM BURGLAR OR HOLDUP","Call Cancelled",5
"Wendell",2018-01-01,"ALARM BURGLAR OR HOLDUP","False Alarm",1
"Wendell",2018-01-01,"ALARM BURGLAR OR HOLDUP","TRANSFERRED TO STATE POLICE",7
"Wendell",2018-01-01,"EMS ALARM - LIFELINE ACTIVATED","Call Cancelled",1
"Wendell",2018-01-01,"EMS ALARM - LIFELINE ACTIVATED","False Alarm",1
"Wendell",2018-01-01,"FIRE ALARM","ACCIDENTAL",1
"Wendell",2018-01-01,"FIRE ALARM","Call Cancelled",1
"Wendell",2018-01-01,"FIRE ALARM","False Alarm",2
"Wendell",2018-01-01,"FIRE ALARM","Services Rendered",4
"Wendell",2018-01-01,"ANIMAL COMPLAINT","Call Cancelled",1
"Wendell",2018-01-01,"ANIMAL COMPLAINT","Call Given to an Officer",5
"Wendell",2018-01-01,"ANIMAL COMPLAINT","Dispatch Handled",1
"Wendell",2018-01-01,"ANIMAL COMPLAINT","Taken/Referred to Other Agency ",1
"Wendell",2018-01-01,"ANIMAL COMPLAINT","TRANSFERRED TO STATE POLICE",1
"Wendell",2018-01-01,"ASSIST OTHER AGENCY","Services Rendered",1
"Wendell",2018-01-01,"ASSIST OTHER AGENCY","TRANSFERRED TO STATE POLICE",1
"Wendell",2018-01-01,"BREAKING & ENTERING PAST","Faxed To Station",1
"Wendell",2018-01-01,"BREAKING & ENTERING PAST","TRANSFERRED TO STATE POLICE",1
"Wendell",2018-01-01,"CHIMNEY FIRE","Extinguished",1
"Wendell",2018-01-01,"CHIMNEY FIRE","Report Taken",1
"Wendell",2018-01-01,"CHIMNEY FIRE","Services Rendered",1
"Wendell",2018-01-01,"CHECK WELFARE","Peace Restored",1
"Wendell",2018-01-01,"CHECK WELFARE","Services Rendered",1
"Wendell",2018-01-01,"CHECK WELFARE","TRANSFERRED TO STATE POLICE",6
"Wendell",2018-01-01,"CARBON MONOXIDE HAZARD","Services Rendered",1
"Wendell",2018-01-01,"COMPLAINT","Referred to Animal Control",1
"Wendell",2018-01-01,"COMPLAINT","Transferred/Ref to Highway",1
"Wendell",2018-01-01,"COMPLAINT","TRANSFERRED TO STATE POLICE",1
"Wendell",2018-01-01,"DISTURBANCE","Peace Restored",1
"Wendell",2018-01-01,"DISABLED MV","Notification",1
"Wendell",2018-01-01,"DISABLED MV","Taken/Referred to Other Agency ",1
"Wendell",2018-01-01,"DISABLED MV","Services Rendered",1
"Wendell",2018-01-01,"DISABLED MV","TRANSFERRED TO STATE POLICE",1
"Wendell",2018-01-01,"DISABLED MV","Vehicle Towed",1
"Wendell",2018-01-01,"DRUNK","Services Rendered",1
"Wendell",2018-01-01,"FIRE, OTHER NON-SPECIFIC","Investigated",1
"Wendell",2018-01-01,"FIRE, OTHER NON-SPECIFIC","Services Rendered",3
"Wendell",2018-01-01,"FIRE WORKS","Could Not Locate",1
"Wendell",2018-01-01,"FRAUD/SCAM","Call Given to an Officer",1
"Wendell",2018-01-01,"HARASSMENT","Call Given to an Officer",1
"Wendell",2018-01-01,"HARASSMENT","TRANSFERRED TO STATE POLICE",2
"Wendell",2018-01-01,"ILLEGAL BURN","Extinguished",2
"Wendell",2018-01-01,"LARCENY","Call Given to an Officer",2
"Wendell",2018-01-01,"LINE DOWN, POWER,PHONE OR CABL","Transferred/Ref to Utility",2
"Wendell",2018-01-01,"LOCKOUT","Services Rendered",2
"Wendell",2018-01-01,"MEDICAL EMERGENCY","ATHOL MEMORIAL HOSPITAL",7
"Wendell",2018-01-01,"MEDICAL EMERGENCY","COOLEY DICKINSON HOSPITAL",2
"Wendell",2018-01-01,"MEDICAL EMERGENCY","Call Given to an Officer",1
"Wendell",2018-01-01,"MEDICAL EMERGENCY","FRANKLIN MEDICAL CENTER",15
"Wendell",2018-01-01,"MEDICAL EMERGENCY","Investigated",1
"Wendell",2018-01-01,"MEDICAL EMERGENCY","No Transport/ Patient Refusal",3
"Wendell",2018-01-01,"MEDICAL EMERGENCY","Services Rendered",3
"Wendell",2018-01-01,"MEDICAL EMERGENCY","UMASS MEDICAL CTR",1
"Wendell",2018-01-01,"MISSING PERSON","Investigated",1
"Wendell",2018-01-01,"MISCELLANEOUS","Could Not Locate",1
"Wendell",2018-01-01,"MISCELLANEOUS","Taken/Referred to Other Agency ",1
"Wendell",2018-01-01,"MOTOR VEHICLE ACCIDENT NO INJU","ATHOL MEMORIAL HOSPITAL",2
"Wendell",2018-01-01,"MOTOR VEHICLE ACCIDENT NO INJU","Investigated",5
"Wendell",2018-01-01,"MOTOR VEHICLE ACCIDENT NO INJU","No Transport/ Patient Refusal",1
"Wendell",2018-01-01,"MOTOR VEHICLE ACCIDENT NO INJU","Report Taken",2
"Wendell",2018-01-01,"MOTOR VEHICLE ACCIDENT NO INJU","Services Rendered",1
"Wendell",2018-01-01,"MOTOR VEHICLE ACCIDENT NO INJU","TRANSFERRED TO STATE POLICE",3
"Wendell",2018-01-01,"MOTOR VEHICLE ACCIDENT NO INJU","Vehicle Towed",4
"Wendell",2018-01-01,"MOTOR VEHICLE COMPLAINT","Call Given to an Officer",2
"Wendell",2018-01-01,"MOTOR VEHICLE COMPLAINT","Faxed To Station",1
"Wendell",2018-01-01,"MOTOR VEHICLE COMPLAINT","TRANSFERRED TO STATE POLICE",1
"Wendell",2018-01-01,"MOTOR VEHICLE ACCIDE W/INJURY","Vehicle Towed",2
"Wendell",2018-01-01,"MOTOR VEHICLE VIOLATION","Arrest(s) Made",1
"Wendell",2018-01-01,"MOTOR VEHICLE VIOLATION","No Action Required",1
"Wendell",2018-01-01,"NOTIFICATION","Notification",2
"Wendell",2018-01-01,"OFFICER WANTED","Call Given to an Officer",2
"Wendell",2018-01-01,"OFFICER WANTED","Investigated",1
"Wendell",2018-01-01,"OFFICER WANTED","No Action Required",1
"Wendell",2018-01-01,"OFFICER WANTED","TRANSFERRED TO STATE POLICE",2
"Wendell",2018-01-01,"PAPERWORK SERVICE","Call Given to an Officer",1
"Wendell",2018-01-01,"RUNAWAY","Call Cancelled",1
"Wendell",2018-01-01,"SAFETY HAZARD","Taken/Referred to Other Agency ",2
"Wendell",2018-01-01,"SAFETY HAZARD","Services Rendered",3
"Wendell",2018-01-01,"SAFETY HAZARD","Transferred/Ref to Highway",1
"Wendell",2018-01-01,"SAFETY HAZARD","TRANSFERRED TO STATE POLICE",1
"Wendell",2018-01-01,"SERVICE CALL","Services Rendered",2
"Wendell",2018-01-01,"SHOTS FIRED","Call Given to an Officer",1
"Wendell",2018-01-01,"SMOKE INVESTIGATION","Unfounded",1
"Wendell",2018-01-01,"SUSPICIOUS PERSON","Call Given to an Officer",2
"Wendell",2018-01-01,"SUSPICIOUS ACTIVITY","Building Checked/Secured",1
"Wendell",2018-01-01,"SUSPICIOUS ACTIVITY","TRANSFERRED TO STATE POLICE",1
"Wendell",2018-01-01,"SUICIDE THREAT","No Transport/ Patient Refusal",1
"Wendell",2018-01-01,"SUICIDE THREAT","Services Rendered",1
"Wendell",2018-01-01,"SUSPICIOUS VEHICLE","Call Given to an Officer",1
"Wendell",2018-01-01,"SUSPICIOUS VEHICLE","Faxed To Station",1
"Wendell",2018-01-01,"SUSPICIOUS VEHICLE","TRANSFERRED TO STATE POLICE",1
"Wendell",2018-01-01,"THREAT","Call Given to an Officer",1
"Wendell",2018-01-01,"THREAT","Faxed To Station",1
"Wendell",2018-01-01,"TRAFFIC HAZARD","Investigated",1
"Wendell",2018-01-01,"TRAFFIC HAZARD","Removed Hazard",1
"Wendell",2018-01-01,"TRAFFIC HAZARD","Taken/Referred to Other Agency ",1
"Wendell",2018-01-01,"TRAFFIC HAZARD","Services Rendered",2
"Wendell",2018-01-01,"VANDALISM","TRANSFERRED TO STATE POLICE",1
"Wendell",2019-01-01,"209A SERVICE","Report Taken",1
"Wendell",2019-01-01,"209A VIOLATION","TRANSFERRED TO STATE POLICE",2
"Wendell",2019-01-01,"ABANDONED 911 CALL","Call Given to an Officer",3
"Wendell",2019-01-01,"ABANDONED 911 CALL","Dispatch Handled",1
"Wendell",2019-01-01,"ABANDONED 911 CALL","TRANSFERRED TO STATE POLICE",5
"Wendell",2019-01-01,"911 CALL","Arrest(s) Made",1
"Wendell",2019-01-01,"911 CALL","CONFIRMED MIS-DIAL",1
"Wendell",2019-01-01,"911 CALL","Call Given to an Officer",1
"Wendell",2019-01-01,"911 CALL","Dispatch Handled",3
"Wendell",2019-01-01,"911 CALL","Investigated",1
"Wendell",2019-01-01,"911 CALL","No Action Required",1
"Wendell",2019-01-01,"911 CALL","Taken/Referred to Other Agency ",1
"Wendell",2019-01-01,"911 CALL","Services Rendered",3
"Wendell",2019-01-01,"911 CALL","TRANSFERRED TO STATE POLICE",4
"Wendell",2019-01-01,"911 HANG UP","Dispatch Handled",3
"Wendell",2019-01-01,"911 HANG UP","Investigated",1
"Wendell",2019-01-01,"911 HANG UP","Report Taken",1
"Wendell",2019-01-01,"911 MIS DIAL","Call Given to an Officer",1
"Wendell",2019-01-01,"911 MIS DIAL","Services Rendered",1
"Wendell",2019-01-01,"911 MIS DIAL","TRANSFERRED TO STATE POLICE",4
"Wendell",2019-01-01,"ABANDONED MV","Vehicle Towed",1
"Wendell",2019-01-01,"ADMINISTRATIVE","No Action Required",1
"Wendell",2019-01-01,"ALARM BURGLAR OR HOLDUP","Building Checked/Secured",1
"Wendell",2019-01-01,"ALARM BURGLAR OR HOLDUP","Call Cancelled",1
"Wendell",2019-01-01,"ALARM BURGLAR OR HOLDUP","TRANSFERRED TO STATE POLICE",2
"Wendell",2019-01-01,"EMS ALARM - LIFELINE ACTIVATED","ATHOL MEMORIAL HOSPITAL",1
"Wendell",2019-01-01,"EMS ALARM - LIFELINE ACTIVATED","No Transport/ Patient Refusal",1
"Wendell",2019-01-01,"EMS ALARM - LIFELINE ACTIVATED","Services Rendered",1
"Wendell",2019-01-01,"FIRE ALARM","Investigated",6
"Wendell",2019-01-01,"FIRE ALARM","Notification",1
"Wendell",2019-01-01,"FIRE ALARM","Services Rendered",1
"Wendell",2019-01-01,"ANIMAL COMPLAINT","Call Given to an Officer",2
"Wendell",2019-01-01,"ANIMAL COMPLAINT","Dispatch Handled",1
"Wendell",2019-01-01,"ANIMAL COMPLAINT","Referred to Animal Control",1
"Wendell",2019-01-01,"ANIMAL COMPLAINT","Taken/Referred to Other Agency ",1
"Wendell",2019-01-01,"ANIMAL COMPLAINT","TRANSFERRED TO STATE POLICE",1
"Wendell",2019-01-01,"ASSIST CITIZEN","Services Rendered",1
"Wendell",2019-01-01,"ASSIST OTHER AGENCY","TRANSFERRED TO STATE POLICE",1
"Wendell",2019-01-01,"ASSAULT","TRANSFERRED TO STATE POLICE",1
"Wendell",2019-01-01,"BREAKING & ENTERING PAST","Call Given to an Officer",1
"Wendell",2019-01-01,"BREAKING & ENTERING PAST","Investigated",1
"Wendell",2019-01-01,"CHIMNEY FIRE","Extinguished",2
"Wendell",2019-01-01,"CHIMNEY FIRE","Investigated",1
"Wendell",2019-01-01,"CHECK WELFARE","Arrest(s) Made",1
"Wendell",2019-01-01,"CHECK WELFARE","Call Cancelled",1
"Wendell",2019-01-01,"CHECK WELFARE","Call Given to an Officer",1
"Wendell",2019-01-01,"CHECK WELFARE","Dispatch Handled",1
"Wendell",2019-01-01,"CHECK WELFARE","Investigated",3
"Wendell",2019-01-01,"CHECK WELFARE","Services Rendered",1
"Wendell",2019-01-01,"CHECK WELFARE","TRANSFERRED TO STATE POLICE",6
"Wendell",2019-01-01,"CARBON MONOXIDE HAZARD","Investigated",2
"Wendell",2019-01-01,"CARBON MONOXIDE HAZARD","Patient Refusal",1
"Wendell",2019-01-01,"COMPLAINT","Investigated",1
"Wendell",2019-01-01,"COMPLAINT","Transferred/Ref to Highway",1
"Wendell",2019-01-01,"Car vs. Deer","Could Not Locate",1
"Wendell",2019-01-01,"Car vs. Deer","Report Taken",1
"Wendell",2019-01-01,"Car vs. Deer","Transferred/Ref to Highway",1
"Wendell",2019-01-01,"Car vs. Deer","TRANSFERRED TO STATE POLICE",1
"Wendell",2019-01-01,"DEATH","Report Taken",1
"Wendell",2019-01-01,"DISTURBANCE","TRANSFERRED TO STATE POLICE",2
"Wendell",2019-01-01,"DISABLED MV","Report Taken",1
"Wendell",2019-01-01,"DISABLED MV","Transferred/Ref to Highway",1
"Wendell",2019-01-01,"DISABLED MV","TRANSFERRED TO STATE POLICE",1
"Wendell",2019-01-01,"DISABLED MV","Vehicle Towed",1
"Wendell",2019-01-01,"DOMESTIC","Arrest(s) Made",1
"Wendell",2019-01-01,"Drill/Testing","Investigated",1
"Wendell",2019-01-01,"Drill/Testing","Services Rendered",1
"Wendell",2019-01-01,"DRUG OFFENSE","TRANSFERRED TO STATE POLICE",1
"Wendell",2019-01-01,"DETAIL REQUEST","Call Given to an Officer",5
"Wendell",2019-01-01,"ESCORT/TRANSPORT","Call Given to an Officer",1
"Wendell",2019-01-01,"FIGHT","ATHOL MEMORIAL HOSPITAL",1
"Wendell",2019-01-01,"BRUSH FIRE","Extinguished",2
"Wendell",2019-01-01,"FIRE, OTHER NON-SPECIFIC","Services Rendered",1
"Wendell",2019-01-01,"FRAUD/SCAM","Call Given to an Officer",1
"Wendell",2019-01-01,"FRAUD/SCAM","Dispatch Handled",1
"Wendell",2019-01-01,"FRAUD/SCAM","TRANSFERRED TO STATE POLICE",1
"Wendell",2019-01-01,"GAS LEAK","Investigated",1
"Wendell",2019-01-01,"GENERAL INFO","Call Given to an Officer",5
"Wendell",2019-01-01,"GENERAL INFO","Dispatch Handled",4
"Wendell",2019-01-01,"GENERAL INFO","Report Taken",1
"Wendell",2019-01-01,"HARASSMENT","Call Given to an Officer",1
"Wendell",2019-01-01,"HARASSMENT","Investigated",1
"Wendell",2019-01-01,"ILLEGAL BURN","Extinguished",1
"Wendell",2019-01-01,"ILLEGAL DUMPING","Call Given to an Officer",1
"Wendell",2019-01-01,"INVESTIGATION","Investigated",1
"Wendell",2019-01-01,"KEEP THE PEACE","Services Rendered",2
"Wendell",2019-01-01,"LARCENY","Call Given to an Officer",1
"Wendell",2019-01-01,"LINE DOWN, POWER,PHONE OR CABL","Removed Hazard",1
"Wendell",2019-01-01,"LINE DOWN, POWER,PHONE OR CABL","Taken/Referred to Other Agency ",1
"Wendell",2019-01-01,"LINE DOWN, POWER,PHONE OR CABL","Services Rendered",2
"Wendell",2019-01-01,"LINE DOWN, POWER,PHONE OR CABL","Transferred/Ref to Highway",1
"Wendell",2019-01-01,"LINE DOWN, POWER,PHONE OR CABL","Transferred/Ref to Utility",7
"Wendell",2019-01-01,"LOCKOUT","Services Rendered",1
"Wendell",2019-01-01,"MEDICAL EMERGENCY","ATHOL MEMORIAL HOSPITAL",7
"Wendell",2019-01-01,"MEDICAL EMERGENCY","FRANKLIN MEDICAL CENTER",21
"Wendell",2019-01-01,"MEDICAL EMERGENCY","No Transport/ Patient Refusal",2
"Wendell",2019-01-01,"MEDICAL EMERGENCY","Other Hospital",1
"Wendell",2019-01-01,"MEDICAL EMERGENCY","Patient Refusal",4
"Wendell",2019-01-01,"MEDICAL EMERGENCY","Services Rendered",6
"Wendell",2019-01-01,"MISCELLANEOUS","Investigated",1
"Wendell",2019-01-01,"MISCELLANEOUS","Services Rendered",1
"Wendell",2019-01-01,"MISCELLANEOUS","TRANSFERRED TO STATE POLICE",1
"Wendell",2019-01-01,"MOTOR VEHICLE ACCIDENT NO INJU","Arrest(s) Made",1
"Wendell",2019-01-01,"MOTOR VEHICLE ACCIDENT NO INJU","Call Given to an Officer",2
"Wendell",2019-01-01,"MOTOR VEHICLE ACCIDENT NO INJU","Could Not Locate",1
"Wendell",2019-01-01,"MOTOR VEHICLE ACCIDENT NO INJU","Investigated",1
"Wendell",2019-01-01,"MOTOR VEHICLE ACCIDENT NO INJU","Services Rendered",1
"Wendell",2019-01-01,"MOTOR VEHICLE ACCIDENT NO INJU","TRANSFERRED TO STATE POLICE",2
"Wendell",2019-01-01,"MOTOR VEHICLE ACCIDENT NO INJU","Transferred/Ref to Utility",1
"Wendell",2019-01-01,"MOTOR VEHICLE ACCIDENT NO INJU","Vehicle Towed",1
"Wendell",2019-01-01,"MOTOR VEHICLE COMPLAINT","Call Given to an Officer",2
"Wendell",2019-01-01,"MOTOR VEHICLE COMPLAINT","Could Not Locate",1
"Wendell",2019-01-01,"MOTOR VEHICLE COMPLAINT","TRANSFERRED TO STATE POLICE",2
"Wendell",2019-01-01,"MOTOR VEHICLE ACCIDE W/INJURY","BAYSTATE SPRINGFIELD MED CTR",1
"Wendell",2019-01-01,"MOTOR VEHICLE ACCIDE W/INJURY","Call Given to an Officer",1
"Wendell",2019-01-01,"MOTOR VEHICLE VIOLATION","Citation/Warning Issued",1
