id,xspanish,complete_status,ppage,ppeduc5,ppeducat,ppgender,ppethm,pphhsize,ppinc7,ppmarit5,ppmsacat,ppreg4,pprent,ppstaten,PPWORKA,ppemploy,Q1_a,Q1_b,Q1_c,Q1_d,Q1_e,Q1_f,Q2,Q3,Q4,Q5,QPID,ABCAGE,Contact,weights_pid
7230074,English,qualified,68,High school graduate (high school diploma or the equivalent GED),High school,Female,"White, Non-Hispanic",2,"$25,000 to $49,999",Now Married,Non-metro area,South,Owned or being bought by you or someone in your household,South Carolina,Retired,Not working,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Somewhat concerned,Yes,Not so good,Pessimistic,A Democrat,65+,"No, I am not willing to be interviewed",.5938
7230075,English,qualified,59,High school graduate (high school diploma or the equivalent GED),High school,Female,"White, Non-Hispanic",1,"$150,000 or more",Now Married,Non-metro area,MidWest,Owned or being bought by you or someone in your household,Wisconsin,Employed full-time (by someone else),Working full-time,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Not so concerned,Yes,Poor,Pessimistic,An Independent,50-64,"No, I am not willing to be interviewed",.9111
7230076,English,qualified,84,High school graduate (high school diploma or the equivalent GED),High school,Female,"White, Non-Hispanic",2,"$50,000 to $74,999",Now Married,Metro area,South,Owned or being bought by you or someone in your household,Kentucky,Retired,Not working,Approve,Approve,Approve,Approve,Approve,Approve,Somewhat concerned,Yes,Good,Optimistic,A Republican,65+,"No, I am not willing to be interviewed",.8891
7230077,English,qualified,83,High school graduate (high school diploma or the equivalent GED),High school,Male,"White, Non-Hispanic",2,"$25,000 to $49,999",Now Married,Metro area,NorthEast,Owned or being bought by you or someone in your household,Pennsylvania,Retired,Not working,Approve,Approve,Approve,Approve,Approve,Approve,Very concerned,Yes,Excellent,Optimistic,A Democrat,65+,"No, I am not willing to be interviewed",.5162
7230078,English,qualified,68,Some college or Associate degree,Some college,Male,"White, Non-Hispanic",2,"$50,000 to $74,999",Now Married,Non-metro area,South,Owned or being bought by you or someone in your household,Florida,Retired,Not working,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Not so concerned,Skipped,Poor,Pessimistic,A Republican,65+,"No, I am not willing to be interviewed",.6351
7230079,English,qualified,58,Some college or Associate degree,Some college,Female,"White, Non-Hispanic",3,"Less than $10,000",Divorced,Non-metro area,South,Occupied without payment of cash rent,Louisiana,Retired,Not working,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Not concerned at all,No,Poor,Pessimistic,An Independent,50-64,"Yes, I am willing to be interviewed",.9157
7230080,English,qualified,26,Bachelor’s degree,Bachelors degree or higher,Male,"White, Non-Hispanic",3,"$150,000 or more",Never married,Metro area,MidWest,Rented for cash,Wisconsin,Employed full-time (by someone else),Working full-time,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Somewhat concerned,No,Not so good,Pessimistic,An Independent,18-29,"Yes, I am willing to be interviewed",1.2324
7230081,English,qualified,57,Some college or Associate degree,Some college,Male,"White, Non-Hispanic",2,"$100,000 to $149,999",Never married,Metro area,South,Owned or being bought by you or someone in your household,Florida,Employed full-time (by someone else),Working full-time,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Not so concerned,No,Poor,Pessimistic,A Republican,50-64,"No, I am not willing to be interviewed",.6582
7230082,English,qualified,52,Some college or Associate degree,Some college,Female,"White, Non-Hispanic",5,"$150,000 or more",Now Married,Metro area,NorthEast,Owned or being bought by you or someone in your household,Pennsylvania,Employed full-time (by someone else),Working full-time,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Not so concerned,Yes,Poor,Pessimistic,A Republican,50-64,"Yes, I am willing to be interviewed",.6739
7230083,English,qualified,80,High school graduate (high school diploma or the equivalent GED),High school,Female,"White, Non-Hispanic",2,"$100,000 to $149,999",Now Married,Metro area,MidWest,Owned or being bought by you or someone in your household,Ohio,Homemaker,Not working,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Somewhat concerned,Yes,Good,Optimistic,A Republican,65+,"No, I am not willing to be interviewed",.7758
7230084,English,qualified,50,Master’s degree or above,Bachelors degree or higher,Male,"White, Non-Hispanic",2,"$75,000 to $99,999",Now Married,Metro area,NorthEast,Rented for cash,New York,Self-employed,Working full-time,Approve,Approve,Approve,Approve,Approve,Approve,Very concerned,Yes,Excellent,Optimistic,A Democrat,50-64,"Yes, I am willing to be interviewed",.433
7230085,English,qualified,58,High school graduate (high school diploma or the equivalent GED),High school,Male,"Black, Non-Hispanic",2,"$10,000 to $24,999",Now Married,Metro area,South,Owned or being bought by you or someone in your household,Texas,Retired,Not working,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Not concerned at all,No,Poor,Pessimistic,A Democrat,50-64,"Yes, I am willing to be interviewed",1.647
7230086,English,qualified,74,No high school diploma or GED,Less than high school,Female,"White, Non-Hispanic",2,"$25,000 to $49,999",Now Married,Metro area,South,Owned or being bought by you or someone in your household,Alabama,Retired,Not working,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Very concerned,Yes,Poor,Pessimistic,A Republican,65+,"No, I am not willing to be interviewed",.8462
7230087,English,qualified,56,Bachelor’s degree,Bachelors degree or higher,Female,"Other, Non-Hispanic",3,"$75,000 to $99,999",Now Married,Metro area,West,Owned or being bought by you or someone in your household,California,Homemaker,Not working,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Not so concerned,Yes,Poor,Pessimistic,An Independent,50-64,"No, I am not willing to be interviewed",1.1587
7230088,English,qualified,70,Master’s degree or above,Bachelors degree or higher,Female,"White, Non-Hispanic",2,"$100,000 to $149,999",Now Married,Metro area,MidWest,Owned or being bought by you or someone in your household,Minnesota,Retired,Not working,Approve,Approve,Approve,Disapprove,Disapprove,Disapprove,Very concerned,Yes,Good,Optimistic,A Republican,65+,"Yes, I am willing to be interviewed",.6201
7230089,English,qualified,44,Bachelor’s degree,Bachelors degree or higher,Female,"White, Non-Hispanic",2,"$25,000 to $49,999",Never married,Metro area,NorthEast,Occupied without payment of cash rent,Pennsylvania,Homemaker,Not working,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Somewhat concerned,No,Not so good,Pessimistic,An Independent,30-49,"No, I am not willing to be interviewed",1.1483
7230090,English,qualified,50,Bachelor’s degree,Bachelors degree or higher,Female,"White, Non-Hispanic",2,"$150,000 or more",Never married,Metro area,MidWest,Owned or being bought by you or someone in your household,Illinois,Employed full-time (by someone else),Working full-time,Approve,Approve,Approve,Approve,Approve,Approve,Somewhat concerned,Yes,Excellent,Optimistic,A Democrat,50-64,"No, I am not willing to be interviewed",.4763
7230091,English,qualified,63,Master’s degree or above,Bachelors degree or higher,Male,Hispanic,2,"$150,000 or more",Never married,Metro area,MidWest,Owned or being bought by you or someone in your household,Illinois,Self-employed,Working part-time,Approve,Approve,Approve,Disapprove,Disapprove,Disapprove,Not so concerned,Yes,Good,Optimistic,A Republican,50-64,"Yes, I am willing to be interviewed",.9322
7230092,English,qualified,78,Some college or Associate degree,Some college,Female,"White, Non-Hispanic",2,"$50,000 to $74,999",Now Married,Non-metro area,West,Owned or being bought by you or someone in your household,Colorado,Retired,Not working,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Somewhat concerned,No,Poor,Pessimistic,An Independent,65+,"No, I am not willing to be interviewed",.9582
7230093,English,qualified,55,Master’s degree or above,Bachelors degree or higher,Male,"White, Non-Hispanic",2,"$150,000 or more",Now Married,Metro area,MidWest,Owned or being bought by you or someone in your household,Illinois,Employed full-time (by someone else),Working full-time,Approve,Approve,Approve,Approve,Approve,Approve,Somewhat concerned,Yes,Excellent,Optimistic,A Democrat,50-64,"Yes, I am willing to be interviewed",.4038
7230094,English,qualified,66,High school graduate (high school diploma or the equivalent GED),High school,Female,"White, Non-Hispanic",2,"$100,000 to $149,999",Now Married,Metro area,NorthEast,Owned or being bought by you or someone in your household,New Jersey,Retired,Not working,Approve,Approve,Approve,Disapprove,Disapprove,Disapprove,Somewhat concerned,Yes,Good,Optimistic,An Independent,65+,"Yes, I am willing to be interviewed",.8914
7230095,English,qualified,70,Some college or Associate degree,Some college,Female,"White, Non-Hispanic",2,"$50,000 to $74,999",Now Married,Non-metro area,West,Owned or being bought by you or someone in your household,Montana,Retired,Not working,Approve,Disapprove,Approve,Disapprove,Disapprove,Approve,Not so concerned,Yes,Good,Pessimistic,An Independent,65+,"No, I am not willing to be interviewed",.9582
7230096,English,qualified,65,Bachelor’s degree,Bachelors degree or higher,Male,"White, Non-Hispanic",1,"$75,000 to $99,999",Divorced,Metro area,West,Rented for cash,Utah,Employed full-time (by someone else),Working full-time,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Not concerned at all,Yes,Poor,Pessimistic,A Republican,65+,"No, I am not willing to be interviewed",.5206
7230097,English,qualified,76,Bachelor’s degree,Bachelors degree or higher,Male,"White, Non-Hispanic",2,"$50,000 to $74,999",Now Married,Metro area,West,Owned or being bought by you or someone in your household,New Mexico,Retired,Not working,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Not concerned at all,Yes,Poor,Pessimistic,A Republican,65+,"Yes, I am willing to be interviewed",.6023
7230098,English,qualified,42,Master’s degree or above,Bachelors degree or higher,Male,"White, Non-Hispanic",4,"$150,000 or more",Now Married,Metro area,West,Owned or being bought by you or someone in your household,California,Employed full-time (by someone else),Working full-time,Approve,Approve,Approve,Approve,Approve,Approve,Not so concerned,Yes,Good,Optimistic,A Democrat,30-49,"No, I am not willing to be interviewed",.5788
7230099,English,qualified,58,Some college or Associate degree,Some college,Female,"White, Non-Hispanic",2,"$150,000 or more",Now Married,Metro area,West,Owned or being bought by you or someone in your household,Nevada,Retired,Not working,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Somewhat concerned,Yes,Not so good,Pessimistic,A Republican,50-64,"No, I am not willing to be interviewed",.7061
7230100,English,qualified,66,No high school diploma or GED,Less than high school,Female,"White, Non-Hispanic",6 or more,"$50,000 to $74,999",Widowed,Non-metro area,MidWest,Owned or being bought by you or someone in your household,Michigan,Homemaker,Not working,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Somewhat concerned,Yes,Poor,Pessimistic,An Independent,65+,"Yes, I am willing to be interviewed",1.0721
7230101,English,qualified,54,High school graduate (high school diploma or the equivalent GED),High school,Female,"White, Non-Hispanic",4,"$150,000 or more",Now Married,Metro area,MidWest,Owned or being bought by you or someone in your household,Ohio,Employed full-time (by someone else),Working full-time,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Not so concerned,Yes,Not so good,Pessimistic,A Republican,50-64,"No, I am not willing to be interviewed",.7901
7230102,English,qualified,43,No high school diploma or GED,Less than high school,Male,"White, Non-Hispanic",2,"$150,000 or more",Now Married,Metro area,South,Owned or being bought by you or someone in your household,Florida,Employed full-time (by someone else),Working full-time,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Not concerned at all,No,Poor,Pessimistic,A Republican,30-49,"No, I am not willing to be interviewed",.9453
7230103,English,qualified,61,Some college or Associate degree,Some college,Female,"White, Non-Hispanic",2,"$100,000 to $149,999",Now Married,Metro area,South,Owned or being bought by you or someone in your household,Florida,Employed full-time (by someone else),Working full-time,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Not so concerned,Yes,Poor,Pessimistic,A Republican,50-64,"Yes, I am willing to be interviewed",.6826
7230104,English,qualified,82,Some college or Associate degree,Some college,Female,"White, Non-Hispanic",1,"$100,000 to $149,999",Widowed,Metro area,South,Rented for cash,Maryland,Retired,Not working,Approve,Approve,Approve,Approve,Approve,Disapprove,Somewhat concerned,Yes,Good,Pessimistic,An Independent,65+,"Yes, I am willing to be interviewed",.8461
7230105,English,qualified,70,Some college or Associate degree,Some college,Female,"White, Non-Hispanic",1,"$50,000 to $74,999",Divorced,Metro area,South,Owned or being bought by you or someone in your household,Florida,Employed full-time (by someone else),Working full-time,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Not so concerned,Yes,Poor,Pessimistic,A Republican,65+,"No, I am not willing to be interviewed",.8181
7230106,English,qualified,88,High school graduate (high school diploma or the equivalent GED),High school,Female,"2+ Races, Non-Hispanic",2,"$25,000 to $49,999",Now Married,Metro area,South,Owned or being bought by you or someone in your household,Arkansas,Employed part-time (by someone else),Working part-time,Approve,Approve,Approve,Approve,Approve,Approve,Very concerned,Yes,Excellent,Optimistic,A Democrat,65+,"No, I am not willing to be interviewed",.8408
