index,Event Name,Swim time,Swim date,Event description,Team Code,Team Name,Athlete Full Name,Gender,Athlete birth date,Rank_Order,City,Country Code,Duration (hh:mm:ss:ff)
153,Olympic Games Tokyo 2020,47.81,07-28-21,Men 100 Freestyle LCM Male,HUN,Hungary,"NEMETH, Nandor",M,11-19-99,154,Tokyo,JPN,0:0:47:81
154,European Championships 2021,47.81,05-18-21,Men 100 Freestyle LCM Male,ITA,Italy,"MIRESSI, Alessandro",M,10-02-98,155,Budapest,HUN,0:0:47:81
155,Olympic Games Tokyo 2020,47.82,07-29-21,Men 100 Freestyle LCM Male,KOR,Republic of Korea,"HWANG, Sunwoo",M,05-21-03,156,Tokyo,JPN,0:0:47:82
156,Olympic Games Tokyo 2020,47.82,07-28-21,Men 100 Freestyle LCM Male,FRA,France,"GROUSSET, Maxime",M,04-24-99,157,Tokyo,JPN,0:0:47:82
157,European Championships 2021,47.82,05-18-21,Men 100 Freestyle LCM Male,RUS,Russian Federation,"MINAKOV, Andrei",M,03-17-02,158,Budapest,HUN,0:0:47:82
158,18th FINA World Championships 2019,47.82,07-25-19,Men 100 Freestyle LCM Male,RUS,Russian Federation,"GRINEV, Vladislav",M,07-21-96,159,Gwangju,KOR,0:0:47:82
159,18th FINA World Championships 2019,47.82,07-24-19,Men 100 Freestyle LCM Male,RUS,Russian Federation,"GRINEV, Vladislav",M,07-21-96,160,Gwangju,KOR,0:0:47:82
160,12th Pan Pacific Championships 2014,47.82,08-22-14,Men 100 Freestyle LCM Male,AUS,Australia,"MCEVOY, Cameron",M,05-13-94,161,Gold Coast,AUS,0:0:47:82
161,15th FINA World Championships 2013,47.82,08-01-13,Men 100 Freestyle LCM Male,USA,United States of America,"FEIGEN, Jimmy",M,09-26-89,162,Barcelona,ESP,0:0:47:82
162,22nd Commonwealth Games 2022,47.83,07-31-22,Men 100 Freestyle LCM Male,GBR,Great Britain,"DEAN, Tom",M,05-02-00,163,Birmingham,GBR,0:0:47:83
163,Olympic Games Tokyo 2020,47.83,07-27-21,Men 100 Freestyle LCM Male,ITA,Italy,"MIRESSI, Alessandro",M,10-02-98,164,Tokyo,JPN,0:0:47:83
164,18th FINA World Championships 2019,47.83,07-21-19,Men 100 Freestyle LCM Male,RUS,Russian Federation,"GRINEV, Vladislav",M,07-21-96,165,Gwangju,KOR,0:0:47:83
165,Olympic Games Rio 2016,47.83,08-09-16,Men 100 Freestyle LCM Male,USA,United States of America,"ADRIAN, Nathan",M,12-07-88,166,Rio de Janeiro,BRA,0:0:47:83
166,Australian National Championships (50m),47.83,04-01-14,Men 100 Freestyle LCM Male,AUS,Australia,"MAGNUSSEN, James",M,04-11-91,167,Brisbane,AUS,0:0:47:83
167,13th FINA World Championships 2009,47.83,07-29-09,Men 100 Freestyle LCM Male,CAN,Canada,"HAYDEN, Brent",M,10-21-83,168,Rome,ITA,0:0:47:83
168,Olympic Games Beijing 2008,47.83,08-12-08,Men 100 Freestyle LCM Male,SWE,Sweden,"NYSTRAND, Stefan",M,10-20-81,169,Beijing,CHN,0:0:47:83
169,European Championships 2021,47.84,05-19-21,Men 100 Freestyle LCM Male,HUN,Hungary,"NEMETH, Nandor",M,11-19-99,170,Budapest,HUN,0:0:47:84
170,16th FINA World Championships 2015,47.84,08-06-15,Men 100 Freestyle LCM Male,CHN,People's Republic of China,"NING, Zetao",M,03-06-93,171,Kazan,RUS,0:0:47:84
171,15th FINA World Championships 2013,47.84,08-01-13,Men 100 Freestyle LCM Male,USA,United States of America,"ADRIAN, Nathan",M,12-07-88,172,Barcelona,ESP,0:0:47:84
172,Olympic Games London 2012,47.84,08-01-12,Men 100 Freestyle LCM Male,FRA,France,"AGNEL, Yannick",M,06-09-92,173,London,GBR,0:0:47:84
173,16th Pan American Games 2011,47.84,10-16-11,Men 100 Freestyle LCM Male,BRA,Brazil,"CIELO FILHO, Cesar",M,01-10-87,174,Guadalajara,MEX,0:0:47:84
174,Olympic Games Beijing 2008,47.84,08-12-08,Men 100 Freestyle LCM Male,CAN,Canada,"HAYDEN, Brent",M,10-21-83,175,Beijing,CHN,0:0:47:84
175,Olympic Games Sydney 2000,47.84,09-19-00,Men 100 Freestyle LCM Male,NED,Netherlands,"VAN DEN HOOGENBAND, Pieter",M,03-14-78,176,Sydney,AUS,0:0:47:84
176,European Championships 2022,47.85,08-14-22,Men 100 Freestyle LCM Male,ROU,Romania,"POPOVICI, David",M,09-15-04,177,Rome,ITA,0:0:47:85
177,European Championships 2021,47.85,05-18-21,Men 100 Freestyle LCM Male,RUS,Russian Federation,"KOLESNIKOV, Kliment",M,07-09-00,178,Budapest,HUN,0:0:47:85
178,Russian National Swimming Championships (50m),47.85,04-06-21,Men 100 Freestyle LCM Male,RUS,Russian Federation,"GRINEV, Vladislav",M,07-21-96,179,Kazan,RUS,0:0:47:85
179,17th FINA World Championships 2017,47.85,07-26-17,Men 100 Freestyle LCM Male,USA,United States of America,"ADRIAN, Nathan",M,12-07-88,180,Budapest,HUN,0:0:47:85
180,Olympic Games Rio 2016,47.85,08-10-16,Men 100 Freestyle LCM Male,USA,United States of America,"ADRIAN, Nathan",M,12-07-88,181,Rio de Janeiro,BRA,0:0:47:85
181,Olympic Games Beijing 2008,47.85,08-12-08,Men 100 Freestyle LCM Male,FRA,France,"BERNARD, Alain",M,05-01-83,182,Beijing,CHN,0:0:47:85
182,European Championships 2022,47.86,08-14-22,Men 100 Freestyle LCM Male,HUN,Hungary,"NEMETH, Nandor",M,11-19-99,183,Rome,ITA,0:0:47:86
183,Olympic Games Tokyo 2020,47.86,07-29-21,Men 100 Freestyle LCM Male,ITA,Italy,"MIRESSI, Alessandro",M,10-02-98,184,Tokyo,JPN,0:0:47:86
184,Atlanta Classis Swim Meet 2019,47.86,05-19-19,Men 100 Freestyle LCM Male,USA,United States of America,"DRESSEL, Caeleb",M,08-16-96,185,Atlanta,USA,0:0:47:86
185,European Championships 2002,47.86,07-31-02,Men 100 Freestyle LCM Male,NED,Netherlands,"VAN DEN HOOGENBAND, Pieter",M,03-14-78,186,Berlin,GER,0:0:47:86
186,19th FINA World Championships Budapest 2022,47.87,06-18-22,Men 100 Freestyle LCM Male,CAN,Canada,"LIENDO EDWARDS, Joshua",M,08-20-02,187,Budapest,HUN,0:0:47:87
187,British National Swimming Championships (50m),47.87,04-16-21,Men 100 Freestyle LCM Male,GBR,Great Britain,"SCOTT, Duncan",M,05-06-97,188,London,GBR,0:0:47:87
188,18th FINA World Championships 2019,47.87,07-24-19,Men 100 Freestyle LCM Male,USA,United States of America,"PIERONI, Blake",M,11-15-95,189,Gwangju,KOR,0:0:47:87
189,British Swimming Championships (50m),47.87,04-18-19,Men 100 Freestyle LCM Male,GBR,Great Britain,"SCOTT, Duncan",M,05-06-97,190,Glasgow,GBR,0:0:47:87
190,Kosuke Kitajima Cup,47.87,01-29-18,Men 100 Freestyle LCM Male,JPN,Japan,"NAKAMURA, Katsumi",M,02-21-94,191,tokyo,JPN,0:0:47:87
191,17th FINA World Championships 2017,47.87,07-27-17,Men 100 Freestyle LCM Male,USA,United States of America,"ADRIAN, Nathan",M,12-07-88,192,Budapest,HUN,0:0:47:87
192,Italian National Championships (50m),47.88,04-11-22,Men 100 Freestyle LCM Male,ITA,Italy,"MIRESSI, Alessandro",M,10-02-98,193,Milano,ITA,0:0:47:88
193,British National Championships (50m),47.88,04-07-22,Men 100 Freestyle LCM Male,GBR,Great Britain,"BURRAS, Lewis Edward",M,02-12-00,194,Sheffield,GBR,0:0:47:88
194,European Championships 2021,47.88,05-18-21,Men 100 Freestyle LCM Male,RUS,Russian Federation,"MINAKOV, Andrei",M,03-17-02,195,Budapest,HUN,0:0:47:88
195,FINA Swimming World Cup 2019,47.88,08-16-19,Men 100 Freestyle LCM Male,RUS,Russian Federation,"MOROZOV, Vladimir",M,06-16-92,196,Singapore,SGP,0:0:47:88
196,Philipps 66 USA National Championships (50m),47.88,07-31-19,Men 100 Freestyle LCM Male,USA,United States of America,"JACKSON, Tate",M,02-04-97,197,Palo Alto,USA,0:0:47:88
197,18th FINA World Championships 2019,47.88,07-25-19,Men 100 Freestyle LCM Male,USA,United States of America,"PIERONI, Blake",M,11-15-95,198,Gwangju,KOR,0:0:47:88
198,Olympic Games Rio 2016,47.88,08-10-16,Men 100 Freestyle LCM Male,CAN,Canada,"CONDORELLI, Santo",M,01-17-95,199,Rio de Janeiro,BRA,0:0:47:88
199,Olympic Games Rio 2016,47.88,08-09-16,Men 100 Freestyle LCM Male,AUS,Australia,"CHALMERS, Kyle",M,06-25-98,200,Rio de Janeiro,BRA,0:0:47:88
200,Olympic Games Tokyo 2020,49.45,07-31-21,Men 100 Butterfly LCM Male,USA,United States of America,"DRESSEL, Caeleb",M,08-16-96,1,Tokyo,JPN,0:0:49:45
201,18th FINA World Championships 2019,49.50,07-26-19,Men 100 Butterfly LCM Male,USA,United States of America,"DRESSEL, Caeleb",M,08-16-96,2,Gwangju,KOR,0:0:49:50
202,18th FINA World Championships 2019,49.66,07-27-19,Men 100 Butterfly LCM Male,USA,United States of America,"DRESSEL, Caeleb",M,08-16-96,3,Gwangju,KOR,0:0:49:66
203,Olympic Games Tokyo 2020,49.68,07-31-21,Men 100 Butterfly LCM Male,HUN,Hungary,"MILAK, Kristof",M,02-20-00,4,Tokyo,JPN,0:0:49:68
204,Olympic Games Tokyo 2020,49.71,07-30-21,Men 100 Butterfly LCM Male,USA,United States of America,"DRESSEL, Caeleb",M,08-16-96,5,Tokyo,JPN,0:0:49:71
205,US Olympic Team Trials - Wave II,49.76,06-18-21,Men 100 Butterfly LCM Male,USA,United States of America,"DRESSEL, Caeleb",M,08-16-96,6,Omaha,USA,0:0:49:76
206,13th FINA World Championships 2009,49.82,08-01-09,Men 100 Butterfly LCM Male,USA,United States of America,"PHELPS, Michael",M,06-30-85,7,Rome,ITA,0:0:49:82
207,17th FINA World Championships 2017,49.86,07-29-17,Men 100 Butterfly LCM Male,USA,United States of America,"DRESSEL, Caeleb",M,08-16-96,8,Budapest,HUN,0:0:49:86
208,US Olympic Team Trials - Wave II,49.87,06-19-21,Men 100 Butterfly LCM Male,USA,United States of America,"DRESSEL, Caeleb",M,08-16-96,9,Omaha,USA,0:0:49:87
209,13th FINA World Championships 2009,49.95,08-01-09,Men 100 Butterfly LCM Male,SRB,Serbia,"CAVIC, Milorad",M,05-31-84,10,Rome,ITA,0:0:49:95
210,Phillips 66 International Team Trials 2022,50.01,04-28-22,Men 100 Butterfly LCM Male,USA,United States of America,"DRESSEL, Caeleb",M,08-16-96,11,Greensboro,USA,0:0:50:01
211,13th FINA World Championships 2009,50.01,07-31-09,Men 100 Butterfly LCM Male,SRB,Serbia,"CAVIC, Milorad",M,05-31-84,12,Rome,ITA,0:0:50:01
212,17th FINA World Championships 2017,50.07,07-28-17,Men 100 Butterfly LCM Male,USA,United States of America,"DRESSEL, Caeleb",M,08-16-96,13,Budapest,HUN,0:0:50:07
213,17th FINA World Championships 2017,50.08,07-28-17,Men 100 Butterfly LCM Male,USA,United States of America,"DRESSEL, Caeleb",M,08-16-96,14,Budapest,HUN,0:0:50:08
214,19th FINA World Championships Budapest 2022,50.14,06-24-22,Men 100 Butterfly LCM Male,HUN,Hungary,"MILAK, Kristof",M,02-20-00,15,Budapest,HUN,0:0:50:14
215,19th FINA World Championships Budapest 2022,50.14,06-23-22,Men 100 Butterfly LCM Male,HUN,Hungary,"MILAK, Kristof",M,02-20-00,16,Budapest,HUN,0:0:50:14
216,US Olympic Team Trials - Wave II,50.17,06-18-21,Men 100 Butterfly LCM Male,USA,United States of America,"DRESSEL, Caeleb",M,08-16-96,17,Omaha,USA,0:0:50:17
217,European Championships 2021,50.18,05-23-21,Men 100 Butterfly LCM Male,HUN,Hungary,"MILAK, Kristof",M,02-20-00,18,Budapest,HUN,0:0:50:18
218,Phillips 66 International Team Trials 2022,50.20,04-28-22,Men 100 Butterfly LCM Male,USA,United States of America,"DRESSEL, Caeleb",M,08-16-96,19,Greensboro,USA,0:0:50:20
219,US National Championships (50m),50.22,07-09-09,Men 100 Butterfly LCM Male,USA,United States of America,"PHELPS, Michael",M,06-30-85,20,Indianapolis,USA,0:0:50:22
220,18th FINA World Championships 2019,50.28,07-26-19,Men 100 Butterfly LCM Male,USA,United States of America,"DRESSEL, Caeleb",M,08-16-96,21,Gwangju,KOR,0:0:50:28
221,Olympic Games Tokyo 2020,50.31,07-30-21,Men 100 Butterfly LCM Male,HUN,Hungary,"MILAK, Kristof",M,02-20-00,22,Tokyo,JPN,0:0:50:31
222,European Championships 2022,50.33,08-14-22,Men 100 Butterfly LCM Male,HUN,Hungary,"MILAK, Kristof",M,02-20-00,23,Rome,ITA,0:0:50:33
223,Mission Viejo Swim Meet of Champions,50.36,06-23-19,Men 100 Butterfly LCM Male,USA,United States of America,"DRESSEL, Caeleb",M,08-16-96,24,Mission Viejo,USA,0:0:50:36
224,Olympic Games Tokyo 2020,50.39,07-29-21,Men 100 Butterfly LCM Male,USA,United States of America,"DRESSEL, Caeleb",M,08-16-96,25,Tokyo,JPN,0:0:50:39
225,Olympic Games Rio 2016,50.39,08-12-16,Men 100 Butterfly LCM Male,SGP,Singapore,"SCHOOLING, Joseph",M,06-16-95,26,Rio de Janeiro,BRA,0:0:50:39
226,Phillips 66 National Championships (50m) 2022,50.40,07-28-22,Men 100 Butterfly LCM Male,USA,United States of America,"CASAS, Shaine",M,12-25-99,27,Irvine,USA,0:0:50:40
227,11th FINA World Championships 2005,50.40,07-30-05,Men 100 Butterfly LCM Male,USA,United States of America,"CROCKER, Ian",M,08-31-82,28,Montreal,CAN,0:0:50:40
228,13th FINA World Championships 2009,50.41,08-01-09,Men 100 Butterfly LCM Male,ESP,Spain,"MUNOZ, Rafael",M,03-03-88,29,Rome,ITA,0:0:50:41
229,Hancock Prospecting Australian Swimming Trials 2021,50.45,06-17-21,Men 100 Butterfly LCM Male,AUS,Australia,"TEMPLE, Matthew",M,06-20-99,30,Adelaide,AUS,0:0:50:45
230,US National Championships (50m),50.45,08-08-15,Men 100 Butterfly LCM Male,USA,United States of America,"PHELPS, Michael",M,06-30-85,31,San Antonio,USA,0:0:50:45
231,Hungarian National Championships (50m),50.47,03-27-21,Men 100 Butterfly LCM Male,HUN,Hungary,"MILAK, Kristof",M,02-20-00,32,Budapest,HUN,0:0:50:47
232,13th FINA World Championships 2009,50.48,07-31-09,Men 100 Butterfly LCM Male,USA,United States of America,"PHELPS, Michael",M,06-30-85,33,Rome,ITA,0:0:50:48
233,US National Championships (50m),50.50,07-27-18,Men 100 Butterfly LCM Male,USA,United States of America,"DRESSEL, Caeleb",M,08-16-96,34,Irvine,USA,0:0:50:50
234,16th FINA World Championships 2015,50.56,08-08-15,Men 100 Butterfly LCM Male,RSA,South Africa,"LE CLOS, Chad",M,04-12-92,35,Kazan,RUS,0:0:50:56
235,13th FINA World Championships 2009,50.56,07-31-09,Men 100 Butterfly LCM Male,SRB,Serbia,"CAVIC, Milorad",M,05-31-84,36,Rome,ITA,0:0:50:56
236,Olympic Games Beijing 2008,50.58,08-16-08,Men 100 Butterfly LCM Male,USA,United States of America,"PHELPS, Michael",M,06-30-85,37,Beijing,CHN,0:0:50:58
237,13th FINA World Championships 2009,50.59,07-31-09,Men 100 Butterfly LCM Male,ESP,Spain,"MUNOZ, Rafael",M,03-03-88,38,Rome,ITA,0:0:50:59
238,Olympic Games Beijing 2008,50.59,08-16-08,Men 100 Butterfly LCM Male,SRB,Serbia,"CAVIC, Milorad",M,05-31-84,39,Beijing,CHN,0:0:50:59
239,Olympic Games Tokyo 2020,50.62,07-29-21,Men 100 Butterfly LCM Male,HUN,Hungary,"MILAK, Kristof",M,02-20-00,40,Tokyo,JPN,0:0:50:62
240,European Championships 2021,50.62,05-22-21,Men 100 Butterfly LCM Male,HUN,Hungary,"MILAK, Kristof",M,02-20-00,41,Budapest,HUN,0:0:50:62
241,17th FINA World Championships 2017,50.62,07-29-17,Men 100 Butterfly LCM Male,HUN,Hungary,"MILAK, Kristof",M,02-20-00,42,Budapest,HUN,0:0:50:62
242,European Championships 2021,50.64,05-22-21,Men 100 Butterfly LCM Male,HUN,Hungary,"MILAK, Kristof",M,02-20-00,43,Budapest,HUN,0:0:50:64
243,European Championships 2018,50.64,08-09-18,Men 100 Butterfly LCM Male,ITA,Italy,"CODIA, Piero",M,10-22-89,44,Glasgow,GBR,0:0:50:64
244,21st Commonwealth Games 2018,50.65,04-09-18,Men 100 Butterfly LCM Male,RSA,South Africa,"LE CLOS, Chad",M,04-12-92,45,Gold Coast,AUS,0:0:50:65
245,13th FINA World Championships 2009,50.65,07-31-09,Men 100 Butterfly LCM Male,VEN,Venezuela,"SUBIRATS, Albert",M,09-25-86,46,Rome,ITA,0:0:50:65
246,17th FINA World Championships 2017,50.67,07-28-17,Men 100 Butterfly LCM Male,GBR,Great Britain,"GUY, James",M,11-26-95,47,Budapest,HUN,0:0:50:67
247,19th FINA World Championships Budapest 2022,50.68,06-23-22,Men 100 Butterfly LCM Male,HUN,Hungary,"MILAK, Kristof",M,02-20-00,48,Budapest,HUN,0:0:50:68
248,Philipps 66 USA National Championships (50m),50.68,08-02-19,Men 100 Butterfly LCM Male,USA,United States of America,"ROONEY, Maxime",M,04-16-98,49,Palo Alto,USA,0:0:50:68
249,14th FINA World Championships 2011,50.71,07-30-11,Men 100 Butterfly LCM Male,USA,United States of America,"PHELPS, Michael",M,06-30-85,50,Shanghai,CHN,0:0:50:71
250,Olympic Games Tokyo 2020,50.74,07-31-21,Men 100 Butterfly LCM Male,SUI,Switzerland,"PONTI, Noe",M,06-01-01,51,Tokyo,JPN,0:0:50:74
251,13th Pan Pacific Championships 2018,50.75,08-11-18,Men 100 Butterfly LCM Male,USA,United States of America,"DRESSEL, Caeleb",M,08-16-96,52,Tokyo,JPN,0:0:50:75
252,Olympic Games Tokyo 2020,50.76,07-30-21,Men 100 Butterfly LCM Male,SUI,Switzerland,"PONTI, Noe",M,06-01-01,53,Tokyo,JPN,0:0:50:76
253,Olympic Games Beijing 2008,50.76,08-14-08,Men 100 Butterfly LCM Male,SRB,Serbia,"CAVIC, Milorad",M,05-31-84,54,Beijing,CHN,0:0:50:76
254,USA Olympic Trials 2004,50.76,07-13-04,Men 100 Butterfly LCM Male,USA,United States of America,"CROCKER, Ian",M,08-31-82,55,Long Beach,USA,0:0:50:76
255,17th FINA World Championships 2017,50.77,07-28-17,Men 100 Butterfly LCM Male,HUN,Hungary,"MILAK, Kristof",M,02-20-00,56,Budapest,HUN,0:0:50:77
256,12th FINA World Championships 2007,50.77,03-31-07,Men 100 Butterfly LCM Male,USA,United States of America,"PHELPS, Michael",M,06-30-85,57,Melbourne,AUS,0:0:50:77
257,17th FINA World Championships 2017,50.78,07-28-17,Men 100 Butterfly LCM Male,SGP,Singapore,"SCHOOLING, Joseph",M,06-16-95,58,Budapest,HUN,0:0:50:78
258,13th FINA World Championships 2009,50.78,07-31-09,Men 100 Butterfly LCM Male,KEN,Kenya,"DUNFORD, Jason",M,11-28-86,59,Rome,ITA,0:0:50:78
259,13th FINA World Championships 2009,50.79,08-01-09,Men 100 Butterfly LCM Male,VEN,Venezuela,"SUBIRATS, Albert",M,09-25-86,60,Rome,ITA,0:0:50:79
260,TYR Pro Swim Series Indianapolis 2021,50.80,05-14-21,Men 100 Butterfly LCM Male,USA,United States of America,"ANDREW, Michael",M,04-18-99,61,Indianapolis,USA,0:0:50:80
261,19th FINA World Championships Budapest 2022,50.81,06-23-22,Men 100 Butterfly LCM Male,JPN,Japan,"MIZUNUMA, Naoki",M,12-13-96,62,Budapest,HUN,0:0:50:81
262,12th FINA World Championships 2007,50.82,03-31-07,Men 100 Butterfly LCM Male,USA,United States of America,"CROCKER, Ian",M,08-31-82,63,Melbourne,AUS,0:0:50:82
263,18th FINA World Championships 2019,50.83,07-27-19,Men 100 Butterfly LCM Male,RUS,Russian Federation,"MINAKOV, Andrei",M,03-17-02,64,Gwangju,KOR,0:0:50:83
264,17th FINA World Championships 2017,50.83,07-29-17,Men 100 Butterfly LCM Male,SGP,Singapore,"SCHOOLING, Joseph",M,06-16-95,65,Budapest,HUN,0:0:50:83
265,17th FINA World Championships 2017,50.83,07-29-17,Men 100 Butterfly LCM Male,GBR,Great Britain,"GUY, James",M,11-26-95,66,Budapest,HUN,0:0:50:83
266,Olympic Games Rio 2016,50.83,08-11-16,Men 100 Butterfly LCM Male,SGP,Singapore,"SCHOOLING, Joseph",M,06-16-95,67,Rio de Janeiro,BRA,0:0:50:83
267,French National Championships (50m),50.85,04-21-19,Men 100 Butterfly LCM Male,FRA,France,"METELLA, Mehdy",M,07-17-92,68,Rennes,FRA,0:0:50:85
268,13th FINA World Championships 2009,50.85,08-01-09,Men 100 Butterfly LCM Male,AUS,Australia,"LAUTERSTEIN, Andrew",M,05-22-87,69,Rome,ITA,0:0:50:85
269,Duel in the Pool 2022,50.86,08-20-22,Men 100 Butterfly LCM Male,USA,United States of America,"CASAS, Shaine",M,12-25-99,70,Sydney,AUS,0:0:50:86
270,Japan Selection Trial for 19th FINA World Championships 2022,50.86,03-05-22,Men 100 Butterfly LCM Male,JPN,Japan,"MIZUNUMA, Naoki",M,12-13-96,71,Tokyo,JPN,0:0:50:86
271,European Championships 2016,50.86,05-21-16,Men 100 Butterfly LCM Male,HUN,Hungary,"CSEH, Laszlo",M,12-03-85,72,London,GBR,0:0:50:86
272,Olympic Games London 2012,50.86,08-02-12,Men 100 Butterfly LCM Male,USA,United States of America,"PHELPS, Michael",M,06-30-85,73,London,GBR,0:0:50:86
273,11th Pan Pacific Championships 2010,50.86,08-20-10,Men 100 Butterfly LCM Male,USA,United States of America,"PHELPS, Michael",M,06-30-85,74,Irvine,USA,0:0:50:86
274,European Championships 2022,50.87,08-14-22,Men 100 Butterfly LCM Male,SUI,Switzerland,"PONTI, Noe",M,06-01-01,75,Rome,ITA,0:0:50:87
275,National French Championships (50m),50.87,06-20-21,Men 100 Butterfly LCM Male,FRA,France,"METELLA, Mehdy",M,07-17-92,76,Chartres,FRA,0:0:50:87
276,US National Championships (50m),50.87,06-29-17,Men 100 Butterfly LCM Male,USA,United States of America,"DRESSEL, Caeleb",M,08-16-96,77,Indianapolis,USA,0:0:50:87
277,16th FINA World Championships 2015,50.87,08-08-15,Men 100 Butterfly LCM Male,HUN,Hungary,"CSEH, Laszlo",M,12-03-85,78,Kazan,RUS,0:0:50:87
278,Olympic Games Beijing 2008,50.87,08-14-08,Men 100 Butterfly LCM Male,USA,United States of America,"PHELPS, Michael",M,06-30-85,79,Beijing,CHN,0:0:50:87
279,Phillips 66 International Team Trials 2022,50.88,04-28-22,Men 100 Butterfly LCM Male,USA,United States of America,"ANDREW, Michael",M,04-18-99,80,Greensboro,USA,0:0:50:88
280,Canadian Swimming Trials 2022,50.88,04-06-22,Men 100 Butterfly LCM Male,CAN,Canada,"LIENDO EDWARDS, Joshua",M,08-20-02,81,Victoria,CAN,0:0:50:88
281,Olympic Games Tokyo 2020,50.88,07-31-21,Men 100 Butterfly LCM Male,ROC,ROC,"MINAKOV, Andrei",M,03-17-02,82,Tokyo,JPN,0:0:50:88
282,58th International Trophy “Settecolli”,50.89,06-25-21,Men 100 Butterfly LCM Male,HUN,Hungary,"MILAK, Kristof",M,02-20-00,83,Rome,ITA,0:0:50:89
283,13th FINA World Championships 2009,50.90,07-31-09,Men 100 Butterfly LCM Male,USA,United States of America,"MCGILL, Tyler",M,08-18-87,84,Rome,ITA,0:0:50:90
284,13th FINA World Championships 2009,50.90,07-31-09,Men 100 Butterfly LCM Male,USA,United States of America,"PHELPS, Michael",M,06-30-85,85,Rome,ITA,0:0:50:90
285,16th FINA World Championships 2015,50.91,08-07-15,Men 100 Butterfly LCM Male,HUN,Hungary,"CSEH, Laszlo",M,12-03-85,86,Kazan,RUS,0:0:50:91
286,Olympic Games Tokyo 2020,50.92,07-31-21,Men 100 Butterfly LCM Male,AUS,Australia,"TEMPLE, Matthew",M,06-20-99,87,Tokyo,JPN,0:0:50:92
287,Olympic Games Tokyo 2020,50.92,07-31-21,Men 100 Butterfly LCM Male,POL,Poland,"MAJERSKI, Jakub",M,08-18-00,88,Tokyo,JPN,0:0:50:92
288,TYR Pro Swim Series Des Moines 2020,50.92,03-06-20,Men 100 Butterfly LCM Male,USA,United States of America,"DRESSEL, Caeleb",M,08-16-96,89,Des Moines,USA,0:0:50:92
289,17th FINA World Championships 2017,50.92,07-29-17,Men 100 Butterfly LCM Male,HUN,Hungary,"CSEH, Laszlo",M,12-03-85,90,Budapest,HUN,0:0:50:92
290,Olympic Games Beijing 2008,50.92,08-15-08,Men 100 Butterfly LCM Male,SRB,Serbia,"CAVIC, Milorad",M,05-31-84,91,Beijing,CHN,0:0:50:92
291,European Championships 2021,50.93,05-23-21,Men 100 Butterfly LCM Male,BUL,Bulgaria,"MILADINOV, Josif",M,06-23-03,92,Budapest,HUN,0:0:50:93
292,13th FINA World Championships 2009,50.93,07-31-09,Men 100 Butterfly LCM Male,AUS,Australia,"LAUTERSTEIN, Andrew",M,05-22-87,93,Rome,ITA,0:0:50:93
293,19th FINA World Championships Budapest 2022,50.94,06-24-22,Men 100 Butterfly LCM Male,JPN,Japan,"MIZUNUMA, Naoki",M,12-13-96,94,Budapest,HUN,0:0:50:94
294,18th FINA World Championships 2019,50.94,07-26-19,Men 100 Butterfly LCM Male,RUS,Russian Federation,"MINAKOV, Andrei",M,03-17-02,95,Gwangju,KOR,0:0:50:94
295,Mare Nostrum - Trofeu Internacional Ciutat de Barcelona 2021,50.95,06-05-21,Men 100 Butterfly LCM Male,HUN,Hungary,"MILAK, Kristof",M,02-20-00,96,Barcelona,ESP,0:0:50:95
296,18th FINA World Championships 2019,50.95,07-26-19,Men 100 Butterfly LCM Male,HUN,Hungary,"MILAK, Kristof",M,02-20-00,97,Gwangju,KOR,0:0:50:95
