location_key,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,hospital_beds_per_1000,nurses_per_1000,physicians_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd
US_MT_30089,79.566667,,,,,,,,,,,,
US_MT_30091,77.4,,,,,,,,,,,,
US_MT_30093,75.7,,,,,,,,,,,,
US_MT_30095,79.766667,,,,,,,,,,,,
US_MT_30097,79.8,,,,,,,,,,,,
US_MT_30099,83.8,,,,,,,,,,,,
US_MT_30101,78.35,,,,,,,,,,,,
US_MT_30105,76.8,,,,,,,,,,,,
US_MT_30107,80.8,,,,,,,,,,,,
US_MT_30109,77.9,,,,,,,,,,,,
US_MT_30111,78.129032,,,,,,,,,,,,
US_NC,77.6,,,,,,,,,,,,
US_NC_37001,77.94,,,,,,,,,,,,
US_NC_37003,77.171429,,,,,,,,,,,,
US_NC_37005,79.033333,,,,,,,,,,,,
US_NC_37007,75.716667,,,,,,,,,,,,
US_NC_37009,77.483333,,,,,,,,,,,,
US_NC_37011,79.16,,,,,,,,,,,,
US_NC_37013,75.490909,,,,,,,,,,,,
US_NC_37015,77.0,,,,,,,,,,,,
US_NC_37017,76.85,,,,,,,,,,,,
US_NC_37019,77.120833,,,,,,,,,,,,
US_NC_37021,77.932075,,,,,,,,,,,,
US_NC_37023,76.747059,,,,,,,,,,,,
US_NC_37025,77.302703,,,,,,,,,,,,
US_NC_37027,75.85625,,,,,,,,,,,,
US_NC_37029,81.05,,,,,,,,,,,,
US_NC_37031,78.071875,,,,,,,,,,,,
US_NC_37033,75.716667,,,,,,,,,,,,
US_NC_37035,75.943333,,,,,,,,,,,,
US_NC_37037,82.091667,,,,,,,,,,,,
US_NC_37039,76.171429,,,,,,,,,,,,
US_NC_37041,77.3,,,,,,,,,,,,
US_NC_37043,78.2,,,,,,,,,,,,
US_NC_37045,74.561905,,,,,,,,,,,,
US_NC_37047,74.169231,,,,,,,,,,,,
US_NC_37049,76.605263,,,,,,,,,,,,
US_NC_37051,75.096429,,,,,,,,,,,,
US_NC_37053,76.1,,,,,,,,,,,,
US_NC_37055,78.755556,,,,,,,,,,,,
US_NC_37057,75.946875,,,,,,,,,,,,
US_NC_37059,77.571429,,,,,,,,,,,,
US_NC_37061,79.5,,,,,,,,,,,,
US_NC_37063,78.529412,,,,,,,,,,,,
US_NC_37065,76.307143,,,,,,,,,,,,
US_NC_37067,77.145455,,,,,,,,,,,,
US_NC_37069,77.058333,,,,,,,,,,,,
US_NC_37071,75.001724,,,,,,,,,,,,
US_NC_37073,77.566667,,,,,,,,,,,,
US_NC_37075,75.233333,,,,,,,,,,,,
US_NC_37077,77.827273,,,,,,,,,,,,
US_NC_37079,77.075,,,,,,,,,,,,
US_NC_37081,78.177064,,,,,,,,,,,,
US_NC_37083,75.418182,,,,,,,,,,,,
US_NC_37085,76.74,,,,,,,,,,,,
US_NC_37087,77.107143,,,,,,,,,,,,
US_NC_37089,79.35,,,,,,,,,,,,
US_NC_37091,76.18,,,,,,,,,,,,
US_NC_37093,76.65,,,,,,,,,,,,
US_NC_37095,78.7,,,,,,,,,,,,
US_NC_37097,76.965,,,,,,,,,,,,
US_NC_37099,78.3,,,,,,,,,,,,
US_NC_37101,77.1625,,,,,,,,,,,,
US_NC_37103,77.1,,,,,,,,,,,,
US_NC_37105,75.946154,,,,,,,,,,,,
US_NC_37107,74.285714,,,,,,,,,,,,
US_NC_37109,77.272222,,,,,,,,,,,,
US_NC_37111,76.64,,,,,,,,,,,,
US_NC_37113,78.044444,,,,,,,,,,,,
US_NC_37115,78.666667,,,,,,,,,,,,
US_NC_37117,77.08,,,,,,,,,,,,
US_NC_37119,78.516327,,,,,,,,,,,,
US_NC_37121,77.433333,,,,,,,,,,,,
US_NC_37123,76.1,,,,,,,,,,,,
US_NC_37125,80.76875,,,,,,,,,,,,
US_NC_37127,76.372222,,,,,,,,,,,,
US_NC_37129,77.837838,,,,,,,,,,,,
US_NC_37131,76.96,,,,,,,,,,,,
US_NC_37133,77.008,,,,,,,,,,,,
US_NC_37135,79.85,,,,,,,,,,,,
US_NC_37137,79.575,,,,,,,,,,,,
US_NC_37139,76.188889,,,,,,,,,,,,
US_NC_37141,77.238462,,,,,,,,,,,,
US_NC_37143,77.0,,,,,,,,,,,,
US_NC_37145,76.4,,,,,,,,,,,,
US_NC_37147,77.713793,,,,,,,,,,,,
US_NC_37149,79.485714,,,,,,,,,,,,
US_NC_37151,76.464286,,,,,,,,,,,,
US_NC_37153,74.388889,,,,,,,,,,,,
US_NC_37155,74.333333,,,,,,,,,,,,
US_NC_37157,75.804762,,,,,,,,,,,,
US_NC_37159,74.975862,,,,,,,,,,,,
US_NC_37161,75.316667,,,,,,,,,,,,
US_NC_37163,75.6,,,,,,,,,,,,
US_NC_37165,75.585714,,,,,,,,,,,,
US_NC_37167,76.753846,,,,,,,,,,,,
US_NC_37169,77.233333,,,,,,,,,,,,
US_NC_37171,76.59,,,,,,,,,,,,
US_NC_37173,75.525,,,,,,,,,,,,
US_NC_37175,79.885714,,,,,,,,,,,,
US_NC_37177,80.2,,,,,,,,,,,,
US_NC_37179,78.347059,,,,,,,,,,,,
US_NC_37181,74.21,,,,,,,,,,,,
US_NC_37183,80.250641,,,,,,,,,,,,
US_NC_37185,76.12,,,,,,,,,,,,
US_NC_37187,77.266667,,,,,,,,,,,,
US_NC_37189,80.25,,,,,,,,,,,,
US_NC_37191,75.5375,,,,,,,,,,,,
US_NC_37193,76.476923,,,,,,,,,,,,
US_NC_37195,77.283333,,,,,,,,,,,,
US_NC_37197,76.185714,,,,,,,,,,,,
US_NC_37199,76.68,,,,,,,,,,,,
US_ND,79.3,,,,,,,,,,,,
US_ND_38001,79.3,,,,,,,,,,,,
US_ND_38003,78.95,,,,,,,,,,,,
US_ND_38005,73.35,,,,,,,,,,,,
US_ND_38007,79.6,,,,,,,,,,,,
US_ND_38009,81.333333,,,,,,,,,,,,
US_ND_38011,79.0,,,,,,,,,,,,
US_ND_38013,78.0,,,,,,,,,,,,
US_ND_38015,81.011111,,,,,,,,,,,,
US_ND_38017,79.690323,,,,,,,,,,,,
US_ND_38019,81.25,,,,,,,,,,,,
US_ND_38021,80.933333,,,,,,,,,,,,
US_ND_38023,85.1,,,,,,,,,,,,
US_ND_38025,84.8,,,,,,,,,,,,
US_ND_38027,72.2,,,,,,,,,,,,
US_ND_38029,79.6,,,,,,,,,,,,
US_ND_38031,80.4,,,,,,,,,,,,
US_ND_38033,80.9,,,,,,,,,,,,
US_ND_38035,79.06,,,,,,,,,,,,
US_ND_38037,79.3,,,,,,,,,,,,
US_ND_38039,80.0,,,,,,,,,,,,
US_ND_38041,77.0,,,,,,,,,,,,
US_ND_38043,84.6,,,,,,,,,,,,
US_ND_38045,80.35,,,,,,,,,,,,
US_ND_38047,79.3,,,,,,,,,,,,
US_ND_38049,79.2,,,,,,,,,,,,
US_ND_38051,80.3,,,,,,,,,,,,
US_ND_38053,81.5,,,,,,,,,,,,
US_ND_38055,79.35,,,,,,,,,,,,
US_ND_38057,82.533333,,,,,,,,,,,,
US_ND_38059,80.8,,,,,,,,,,,,
US_ND_38061,74.1,,,,,,,,,,,,
US_ND_38063,77.6,,,,,,,,,,,,
US_ND_38065,84.3,,,,,,,,,,,,
US_ND_38067,81.18,,,,,,,,,,,,
US_ND_38069,78.05,,,,,,,,,,,,
US_ND_38071,78.166667,,,,,,,,,,,,
US_ND_38073,77.8,,,,,,,,,,,,
US_ND_38075,78.1,,,,,,,,,,,,
US_ND_38077,81.083333,,,,,,,,,,,,
US_ND_38079,74.9,,,,,,,,,,,,
US_ND_38081,81.7,,,,,,,,,,,,
US_ND_38083,77.6,,,,,,,,,,,,
US_ND_38085,71.45,,,,,,,,,,,,
US_ND_38089,80.725,,,,,,,,,,,,
US_ND_38091,84.5,,,,,,,,,,,,
US_ND_38093,78.616667,,,,,,,,,,,,
US_ND_38095,79.4,,,,,,,,,,,,
US_ND_38097,78.125,,,,,,,,,,,,
US_ND_38099,78.233333,,,,,,,,,,,,
US_ND_38101,78.990909,,,,,,,,,,,,
US_ND_38103,78.75,,,,,,,,,,,,
US_ND_38105,78.314286,,,,,,,,,,,,
US_NE,79.1,,,,,,,,,,,,
US_NE_31001,79.211111,,,,,,,,,,,,
US_NE_31003,82.233333,,,,,,,,,,,,
US_NE_31011,80.05,,,,,,,,,,,,
US_NE_31013,78.2,,,,,,,,,,,,
US_NE_31015,79.2,,,,,,,,,,,,
US_NE_31017,81.6,,,,,,,,,,,,
US_NE_31019,80.818182,,,,,,,,,,,,
US_NE_31021,77.333333,,,,,,,,,,,,
US_NE_31023,79.5,,,,,,,,,,,,
US_NE_31025,78.8,,,,,,,,,,,,
US_NE_31027,81.25,,,,,,,,,,,,
US_NE_31029,78.4,,,,,,,,,,,,
US_NE_31031,78.5,,,,,,,,,,,,
US_NE_31033,80.6,,,,,,,,,,,,
US_NE_31035,79.6,,,,,,,,,,,,
US_NE_31037,80.733333,,,,,,,,,,,,
US_NE_31039,80.966667,,,,,,,,,,,,
US_NE_31041,79.675,,,,,,,,,,,,
US_NE_31043,78.3,,,,,,,,,,,,
US_NE_31045,82.2,,,,,,,,,,,,
US_NE_31047,79.642857,,,,,,,,,,,,
US_NE_31049,82.8,,,,,,,,,,,,
US_NE_31051,80.55,,,,,,,,,,,,
US_NE_31053,78.422222,,,,,,,,,,,,
US_NE_31055,77.832414,,,,,,,,,,,,
US_NE_31057,79.3,,,,,,,,,,,,
US_NE_31059,77.4,,,,,,,,,,,,
US_NE_31061,80.55,,,,,,,,,,,,
US_NE_31063,86.2,,,,,,,,,,,,
US_NE_31065,78.8,,,,,,,,,,,,
US_NE_31067,77.557143,,,,,,,,,,,,
US_NE_31069,78.4,,,,,,,,,,,,
US_NE_31071,76.7,,,,,,,,,,,,
US_NE_31073,78.4,,,,,,,,,,,,
US_NE_31077,79.9,,,,,,,,,,,,
US_NE_31079,79.492857,,,,,,,,,,,,
US_NE_31081,80.366667,,,,,,,,,,,,
US_NE_31083,81.1,,,,,,,,,,,,
US_NE_31085,77.9,,,,,,,,,,,,
US_NE_31087,78.8,,,,,,,,,,,,
US_NE_31089,79.425,,,,,,,,,,,,
US_NE_31093,83.95,,,,,,,,,,,,
US_NE_31095,76.333333,,,,,,,,,,,,
US_NE_31097,78.7,,,,,,,,,,,,
US_NE_31099,78.3,,,,,,,,,,,,
US_NE_31101,77.066667,,,,,,,,,,,,
US_NE_31105,77.3,,,,,,,,,,,,
US_NE_31107,79.633333,,,,,,,,,,,,
US_NE_31109,79.266154,,,,,,,,,,,,
US_NE_31111,79.7125,,,,,,,,,,,,
US_NE_31113,77.6,,,,,,,,,,,,
US_NE_31119,79.666667,,,,,,,,,,,,
US_NE_31121,78.8,,,,,,,,,,,,
US_NE_31123,78.5,,,,,,,,,,,,
US_NE_31125,76.7,,,,,,,,,,,,
US_NE_31127,77.4,,,,,,,,,,,,
US_NE_31129,78.0,,,,,,,,,,,,
US_NE_31131,78.8,,,,,,,,,,,,
US_NE_31133,80.1,,,,,,,,,,,,
US_NE_31135,82.9,,,,,,,,,,,,
US_NE_31137,80.066667,,,,,,,,,,,,
US_NE_31139,80.25,,,,,,,,,,,,
US_NE_31141,81.185714,,,,,,,,,,,,
US_NE_31143,79.85,,,,,,,,,,,,
US_NE_31145,79.5,,,,,,,,,,,,
US_NE_31147,79.566667,,,,,,,,,,,,
US_NE_31149,77.0,,,,,,,,,,,,
US_NE_31151,77.425,,,,,,,,,,,,
US_NE_31153,80.189474,,,,,,,,,,,,
US_NE_31155,79.9,,,,,,,,,,,,
US_NE_31157,78.9,,,,,,,,,,,,
US_NE_31159,79.075,,,,,,,,,,,,
US_NE_31161,80.1,,,,,,,,,,,,
US_NE_31163,77.3,,,,,,,,,,,,
US_NE_31165,86.6,,,,,,,,,,,,
US_NE_31167,79.15,,,,,,,,,,,,
US_NE_31169,78.85,,,,,,,,,,,,
US_NE_31173,81.7,,,,,,,,,,,,
US_NE_31175,79.7,,,,,,,,,,,,
US_NE_31177,81.3,,,,,,,,,,,,
US_NE_31179,81.65,,,,,,,,,,,,
US_NE_31181,77.35,,,,,,,,,,,,
US_NE_31183,77.6,,,,,,,,,,,,
US_NE_31185,79.5,,,,,,,,,,,,
US_NH,79.1,,,,,,,,,,,,
US_NH_33001,80.214286,,,,,,,,,,,,
US_NH_33003,82.527273,,,,,,,,,,,,
US_NH_33005,80.42,,,,,,,,,,,,
US_NH_33007,78.8,,,,,,,,,,,,
US_NH_33009,81.678947,,,,,,,,,,,,
US_NH_33011,79.059756,,,,,,,,,,,,
US_NH_33013,79.502857,,,,,,,,,,,,
US_NH_33015,80.587302,,,,,,,,,,,,
US_NH_33017,79.513636,,,,,,,,,,,,
US_NH_33019,80.0,,,,,,,,,,,,
US_NJ,79.8,,,,,,,,,,,,
US_NJ_34001,77.55,,,,,,,,,,,,
US_NJ_34003,82.349432,,,,,,,,,,,,
US_NJ_34005,78.789216,,,,,,,,,,,,
US_NJ_34007,77.8056,,,,,,,,,,,,
US_NJ_34009,78.34,,,,,,,,,,,,
US_NJ_34011,76.329032,,,,,,,,,,,,
US_NJ_34013,78.113,,,,,,,,,,,,
US_NJ_34015,77.635,,,,,,,,,,,,
US_NJ_34017,79.79404,,,,,,,,,,,,
US_NJ_34019,82.604,,,,,,,,,,,,
US_NJ_34021,78.860274,,,,,,,,,,,,
US_NJ_34023,80.701829,,,,,,,,,,,,
US_NJ_34025,79.846269,,,,,,,,,,,,
US_NJ_34027,82.029592,,,,,,,,,,,,
US_NJ_34029,78.417431,,,,,,,,,,,,
US_NJ_34031,79.268421,,,,,,,,,,,,
US_NJ_34033,76.975,,,,,,,,,,,,
US_NJ_34035,81.790769,,,,,,,,,,,,
US_NJ_34037,79.692105,,,,,,,,,,,,
US_NJ_34039,80.153774,,,,,,,,,,,,
US_NJ_34041,79.95,,,,,,,,,,,,
US_NM,77.2,,,,,,,,,,,,
US_NM_35001,78.536691,,,,,,,,,,,,
US_NM_35003,78.7,,,,,,,,,,,,
US_NM_35005,77.16875,,,,,,,,,,,,
US_NM_35006,76.971429,,,,,,,,,,,,
US_NM_35007,81.533333,,,,,,,,,,,,
US_NM_35009,76.645455,,,,,,,,,,,,
US_NM_35011,76.5,,,,,,,,,,,,
US_NM_35013,79.482051,,,,,,,,,,,,
US_NM_35015,75.75,,,,,,,,,,,,
US_NM_35017,80.25,,,,,,,,,,,,
US_NM_35019,84.0,,,,,,,,,,,,
US_NM_35023,79.75,,,,,,,,,,,,
US_NM_35025,76.94375,,,,,,,,,,,,
US_NM_35027,81.675,,,,,,,,,,,,
US_NM_35028,83.166667,,,,,,,,,,,,
US_NM_35029,76.766667,,,,,,,,,,,,
US_NM_35031,76.075,,,,,,,,,,,,
US_NM_35033,77.7,,,,,,,,,,,,
US_NM_35035,77.430769,,,,,,,,,,,,
US_NM_35037,75.9,,,,,,,,,,,,
US_NM_35039,79.25,,,,,,,,,,,,
US_NM_35041,78.3,,,,,,,,,,,,
US_NM_35043,79.307692,,,,,,,,,,,,
US_NM_35045,78.390909,,,,,,,,,,,,
US_NM_35047,77.771429,,,,,,,,,,,,
US_NM_35049,80.491111,,,,,,,,,,,,
US_NM_35051,75.525,,,,,,,,,,,,
US_NM_35053,77.35,,,,,,,,,,,,
US_NM_35055,81.416667,,,,,,,,,,,,
US_NM_35057,81.325,,,,,,,,,,,,
US_NM_35059,78.5,,,,,,,,,,,,
US_NM_35061,77.617647,,,,,,,,,,,,
US_NV,77.9,,,,,,,,,,,,
US_NV_32001,78.066667,,,,,,,,,,,,
US_NV_32003,77.289336,,,,,,,,,,,,
US_NV_32005,79.766667,,,,,,,,,,,,
US_NV_32007,78.114286,,,,,,,,,,,,
US_NV_32011,81.4,,,,,,,,,,,,
US_NV_32013,77.9,,,,,,,,,,,,
US_NV_32015,79.8,,,,,,,,,,,,
US_NV_32017,78.85,,,,,,,,,,,,
US_NV_32019,78.0375,,,,,,,,,,,,
US_NV_32021,80.3,,,,,,,,,,,,
US_NV_32023,75.0,,,,,,,,,,,,
US_NV_32027,79.6,,,,,,,,,,,,
US_NV_32029,80.6,,,,,,,,,,,,
US_NV_32031,78.194681,,,,,,,,,,,,
US_NV_32033,78.866667,,,,,,,,,,,,
US_NV_32510,77.5,,,,,,,,,,,,
US_NY,80.5,,,,,,,,,,,,
US_NY_36001,79.48209,,,,,,,,,,,,
US_NY_36003,81.266667,,,,,,,,,,,,
US_NY_36005,78.238413,,,,,,,,,,,,
US_NY_36007,79.322449,,,,,,,,,,,,
US_NY_36009,79.4,,,,,,,,,,,,
US_NY_36011,80.926316,,,,,,,,,,,,
US_NY_36013,78.852941,,,,,,,,,,,,
US_NY_36015,77.566667,,,,,,,,,,,,
US_NY_36017,80.566667,,,,,,,,,,,,
US_NY_36019,79.6375,,,,,,,,,,,,
US_NY_36021,81.765,,,,,,,,,,,,
US_NY_36023,80.245455,,,,,,,,,,,,
US_NY_36025,81.438462,,,,,,,,,,,,
US_NY_36027,80.556757,,,,,,,,,,,,
US_NY_36029,77.666968,,,,,,,,,,,,
US_NY_36031,81.038462,,,,,,,,,,,,
US_NY_36033,79.285714,,,,,,,,,,,,
US_NY_36035,79.526667,,,,,,,,,,,,
US_NY_36037,79.814286,,,,,,,,,,,,
US_NY_36039,80.392857,,,,,,,,,,,,
US_NY_36041,79.25,,,,,,,,,,,,
US_NY_36043,79.584211,,,,,,,,,,,,
US_NY_36045,80.059091,,,,,,,,,,,,
US_NY_36047,80.061236,,,,,,,,,,,,
US_NY_36049,84.742857,,,,,,,,,,,,
US_NY_36051,81.161538,,,,,,,,,,,,
US_NY_36053,81.9,,,,,,,,,,,,
US_NY_36055,79.301136,,,,,,,,,,,,
US_NY_36057,79.326667,,,,,,,,,,,,
US_NY_36059,82.366171,,,,,,,,,,,,
US_NY_36061,81.935021,,,,,,,,,,,,
US_NY_36063,77.136207,,,,,,,,,,,,
US_NY_36065,78.757812,,,,,,,,,,,,
US_NY_36067,79.401538,,,,,,,,,,,,
US_NY_36069,80.244,,,,,,,,,,,,
US_NY_36071,80.218667,,,,,,,,,,,,
US_NY_36073,78.26,,,,,,,,,,,,
US_NY_36075,79.657143,,,,,,,,,,,,
US_NY_36077,81.073333,,,,,,,,,,,,
US_NY_36079,81.852941,,,,,,,,,,,,
US_NY_36081,81.48371,,,,,,,,,,,,
US_NY_36083,79.05122,,,,,,,,,,,,
US_NY_36085,79.589216,,,,,,,,,,,,
US_NY_36087,82.3125,,,,,,,,,,,,
US_NY_36089,81.08,,,,,,,,,,,,
US_NY_36091,81.691667,,,,,,,,,,,,
US_NY_36093,78.84186,,,,,,,,,,,,
US_NY_36095,81.914286,,,,,,,,,,,,
US_NY_36097,81.14,,,,,,,,,,,,
US_NY_36099,80.65,,,,,,,,,,,,
US_NY_36101,79.786207,,,,,,,,,,,,
US_NY_36103,80.680456,,,,,,,,,,,,
US_NY_36105,79.995652,,,,,,,,,,,,
US_NY_36107,80.55,,,,,,,,,,,,
US_NY_36109,81.311765,,,,,,,,,,,,
US_NY_36111,80.217073,,,,,,,,,,,,
US_NY_36113,79.661111,,,,,,,,,,,,
US_NY_36115,81.435294,,,,,,,,,,,,
US_NY_36117,80.114286,,,,,,,,,,,,
US_NY_36119,82.36875,,,,,,,,,,,,
US_NY_36121,79.372727,,,,,,,,,,,,
US_NY_36123,80.58,,,,,,,,,,,,
US_NY_NYC,401.307595,,,,,,,,,,,,
US_OH,76.8,,,,,,,,,,,,
US_OH_39001,74.02,,,,,,,,,,,,
US_OH_39003,76.883333,,,,,,,,,,,,
US_OH_39005,77.918182,,,,,,,,,,,,
US_OH_39007,75.796,,,,,,,,,,,,
US_OH_39009,76.858333,,,,,,,,,,,,
US_OH_39011,78.445455,,,,,,,,,,,,
US_OH_39013,75.65,,,,,,,,,,,,
US_OH_39015,75.077778,,,,,,,,,,,,
US_OH_39017,76.190278,,,,,,,,,,,,
US_OH_39019,77.471429,,,,,,,,,,,,
US_OH_39021,76.977778,,,,,,,,,,,,
US_OH_39023,74.314634,,,,,,,,,,,,
US_OH_39025,77.623684,,,,,,,,,,,,
US_OH_39027,75.233333,,,,,,,,,,,,
US_OH_39029,76.175,,,,,,,,,,,,
US_OH_39031,77.03,,,,,,,,,,,,
US_OH_39033,76.1,,,,,,,,,,,,
US_OH_39035,76.25062,,,,,,,,,,,,
US_OH_39037,78.608333,,,,,,,,,,,,
US_OH_39039,77.766667,,,,,,,,,,,,
US_OH_39041,79.835294,,,,,,,,,,,,
US_OH_39043,76.588889,,,,,,,,,,,,
US_OH_39045,78.367857,,,,,,,,,,,,
US_OH_39047,74.985714,,,,,,,,,,,,
US_OH_39049,76.247107,,,,,,,,,,,,
US_OH_39051,78.722222,,,,,,,,,,,,
US_OH_39053,73.928571,,,,,,,,,,,,
US_OH_39055,80.5,,,,,,,,,,,,
US_OH_39057,78.3,,,,,,,,,,,,
US_OH_39059,76.29,,,,,,,,,,,,
US_OH_39061,76.135961,,,,,,,,,,,,
US_OH_39063,78.6,,,,,,,,,,,,
US_OH_39065,77.6,,,,,,,,,,,,
US_OH_39067,77.36,,,,,,,,,,,,
US_OH_39069,80.3,,,,,,,,,,,,
US_OH_39071,75.166667,,,,,,,,,,,,
US_OH_39073,77.242857,,,,,,,,,,,,
US_OH_39075,83.0,,,,,,,,,,,,
US_OH_39077,77.130769,,,,,,,,,,,,
US_OH_39079,73.485714,,,,,,,,,,,,
US_OH_39081,74.173913,,,,,,,,,,,,
US_OH_39083,77.175,,,,,,,,,,,,
US_OH_39085,78.007143,,,,,,,,,,,,
US_OH_39087,74.225,,,,,,,,,,,,
US_OH_39089,77.029032,,,,,,,,,,,,
US_OH_39091,76.918182,,,,,,,,,,,,
US_OH_39093,76.866667,,,,,,,,,,,,
US_OH_39095,75.123577,,,,,,,,,,,,
US_OH_39097,76.590909,,,,,,,,,,,,
US_OH_39099,75.208824,,,,,,,,,,,,
US_OH_39101,75.029412,,,,,,,,,,,,
US_OH_39103,79.488889,,,,,,,,,,,,
US_OH_39105,76.75,,,,,,,,,,,,
US_OH_39107,78.933333,,,,,,,,,,,,
US_OH_39109,77.671429,,,,,,,,,,,,
US_OH_39111,77.675,,,,,,,,,,,,
US_OH_39113,75.348611,,,,,,,,,,,,
US_OH_39115,76.575,,,,,,,,,,,,
US_OH_39117,77.066667,,,,,,,,,,,,
US_OH_39119,76.078947,,,,,,,,,,,,
US_OH_39121,78.5,,,,,,,,,,,,
US_OH_39123,78.6,,,,,,,,,,,,
US_OH_39125,77.64,,,,,,,,,,,,
US_OH_39127,77.2,,,,,,,,,,,,
US_OH_39129,75.6,,,,,,,,,,,,
US_OH_39131,73.65,,,,,,,,,,,,
US_OH_39133,77.669697,,,,,,,,,,,,
US_OH_39135,76.533333,,,,,,,,,,,,
US_OH_39137,80.571429,,,,,,,,,,,,
US_OH_39139,75.372414,,,,,,,,,,,,
US_OH_39141,74.75625,,,,,,,,,,,,
US_OH_39143,77.573333,,,,,,,,,,,,
US_OH_39145,73.57,,,,,,,,,,,,
US_OH_39147,78.371429,,,,,,,,,,,,
US_OH_39149,78.75,,,,,,,,,,,,
US_OH_39151,76.914118,,,,,,,,,,,,
US_OH_39153,76.435659,,,,,,,,,,,,
US_OH_39155,75.658182,,,,,,,,,,,,
US_OH_39157,78.314286,,,,,,,,,,,,
US_OH_39159,78.277778,,,,,,,,,,,,
US_OH_39161,77.111111,,,,,,,,,,,,
US_OH_39163,75.166667,,,,,,,,,,,,
US_OH_39165,78.984375,,,,,,,,,,,,
US_OH_39167,76.725,,,,,,,,,,,,
US_OH_39169,78.56129,,,,,,,,,,,,
US_OH_39171,79.355556,,,,,,,,,,,,
US_OH_39173,78.848,,,,,,,,,,,,
US_OH_39175,80.733333,,,,,,,,,,,,
US_OK,75.6,,,,,,,,,,,,
US_OK_40001,72.38,,,,,,,,,,,,
US_OK_40003,78.766667,,,,,,,,,,,,
US_OK_40005,77.05,,,,,,,,,,,,
US_OK_40007,78.3,,,,,,,,,,,,
US_OK_40009,74.9,,,,,,,,,,,,
US_OK_40011,74.92,,,,,,,,,,,,
US_OK_40013,76.918182,,,,,,,,,,,,
US_OK_40015,79.7125,,,,,,,,,,,,
US_OK_40017,77.22963,,,,,,,,,,,,
US_OK_40019,74.281818,,,,,,,,,,,,
US_OK_40021,74.766667,,,,,,,,,,,,
US_OK_40023,73.88,,,,,,,,,,,,
US_OK_40025,82.45,,,,,,,,,,,,
US_OK_40027,76.628846,,,,,,,,,,,,
US_OK_40029,75.0,,,,,,,,,,,,
US_OK_40031,74.764286,,,,,,,,,,,,
US_OK_40033,78.15,,,,,,,,,,,,
US_OK_40035,75.64,,,,,,,,,,,,
US_OK_40037,75.27619,,,,,,,,,,,,
US_OK_40039,76.42,,,,,,,,,,,,
US_OK_40041,75.722222,,,,,,,,,,,,
US_OK_40043,78.2,,,,,,,,,,,,
US_OK_40045,79.35,,,,,,,,,,,,
US_OK_40047,76.275,,,,,,,,,,,,
US_OK_40049,73.9,,,,,,,,,,,,
US_OK_40051,77.066667,,,,,,,,,,,,
US_OK_40053,76.65,,,,,,,,,,,,
US_OK_40055,78.6,,,,,,,,,,,,
US_OK_40057,79.1,,,,,,,,,,,,
US_OK_40059,83.35,,,,,,,,,,,,
US_OK_40061,79.1,,,,,,,,,,,,
US_OK_40063,73.42,,,,,,,,,,,,
US_OK_40065,75.8625,,,,,,,,,,,,
US_OK_40067,75.933333,,,,,,,,,,,,
US_OK_40069,78.733333,,,,,,,,,,,,
US_OK_40071,74.836364,,,,,,,,,,,,
US_OK_40073,80.7,,,,,,,,,,,,
US_OK_40075,72.2,,,,,,,,,,,,
US_OK_40077,76.566667,,,,,,,,,,,,
US_OK_40079,74.416667,,,,,,,,,,,,
US_OK_40081,76.671429,,,,,,,,,,,,
US_OK_40083,77.9875,,,,,,,,,,,,
US_OK_40085,76.1,,,,,,,,,,,,
US_OK_40087,76.35,,,,,,,,,,,,
US_OK_40089,75.65,,,,,,,,,,,,
US_OK_40091,69.716667,,,,,,,,,,,,
US_OK_40093,76.866667,,,,,,,,,,,,
US_OK_40095,77.825,,,,,,,,,,,,
US_OK_40097,76.1,,,,,,,,,,,,
US_OK_40099,76.9,,,,,,,,,,,,
US_OK_40101,73.5375,,,,,,,,,,,,
US_OK_40103,75.9,,,,,,,,,,,,
US_OK_40105,75.35,,,,,,,,,,,,
US_OK_40107,77.4,,,,,,,,,,,,
US_OK_40109,75.366977,,,,,,,,,,,,
US_OK_40111,73.79,,,,,,,,,,,,
US_OK_40113,77.6,,,,,,,,,,,,
US_OK_40115,74.011111,,,,,,,,,,,,
US_OK_40117,76.38,,,,,,,,,,,,
US_OK_40119,77.006667,,,,,,,,,,,,
US_OK_40121,75.891667,,,,,,,,,,,,
US_OK_40123,75.28,,,,,,,,,,,,
US_OK_40125,74.00625,,,,,,,,,,,,
US_OK_40127,78.466667,,,,,,,,,,,,
US_OK_40129,82.4,,,,,,,,,,,,
US_OK_40131,76.471429,,,,,,,,,,,,
US_OK_40133,75.944444,,,,,,,,,,,,
US_OK_40135,75.333333,,,,,,,,,,,,
US_OK_40137,75.190909,,,,,,,,,,,,
US_OK_40139,79.14,,,,,,,,,,,,
US_OK_40141,75.1,,,,,,,,,,,,
US_OK_40143,76.073214,,,,,,,,,,,,
US_OK_40145,76.02,,,,,,,,,,,,
US_OK_40147,76.592308,,,,,,,,,,,,
US_OK_40149,79.975,,,,,,,,,,,,
US_OK_40151,76.733333,,,,,,,,,,,,
US_OK_40153,75.56,,,,,,,,,,,,
US_OR,79.7,,,,,,,,,,,,
